Ontology ID	parent class	label	Equivalence axiom	Subclass axiom	definition	definition source	created	term editor	English syn.	British english syn.	Italian syn.	French syn.	german syn.	spanish syn.	portuguese syn.	see also	curation status	comment	image	Curation notes							
	SC % SPLIT=|	AL rdfs:label@en	EC %	SC % SPLIT=|	AL IAO:0000115@en	A IAO:0000119 SPLIT=|	AT dc:date^^xsd:dateTime	A IAO:0000117 SPLIT=|	AL oboInOwl:hasExactSynonym@en SPLIT=|	AL oboInOwl:hasExactSynonym@en-BR SPLIT=|	AL oboInOwl:hasExactSynonym@it SPLIT=|	AL oboInOwl:hasExactSynonym@fr SPLIT=|	AL oboInOwl:hasExactSynonym@ge SPLIT=|	AL oboInOwl:hasExactSynonym@es SPLIT=|	AL oboInOwl:hasExactSynonym@pt SPLIT=|	A rdfs:seeAlso SPLIT=|	AI IAO:0000114	AL rdfs:comment@en	AI schema:image								
																											
FOODON:00003553	asparagus spear (whole)	purple asparagus spear (whole)			A purple-colored spear of a purple asparagus plant.	https://en.wikipedia.org/wiki/Asparagus	2020-11-13T11:43:36 PMZ	https://orcid.org/0000-0001-5275-8866	purple asparagus																		
FOODON:00003324	hesperidium fruit	citrus fruit (whole)	'hesperidium fruit' and 'derives from' some 'Citrus'		A hesperidium fruit of a citrus plant (Citrus).	FoodOn	2020-10-20T06:54:39 PMZ	https://orcid.org/0000-0001-5275-8866	citrus fruit																		
FOODON:00003488	citrus fruit (whole)	tangerine (whole)	'hesperidium fruit' and 'derives from' some 'Citrus tangerina'		A hesperidium fruit of a tangerine tree (Citrus tangerina).	FoodOn	2020-10-14T02:10:01 AMZ	https://orcid.org/0000-0001-5275-8866	tangerine																		
FOODON:00003554	citrus fruit (whole)	grapefruit (whole)	'hesperidium fruit' and 'derives from' some 'Citrus x paradisi'		A hesperidium fruit of a grapefruit tree (Citrus x paradisi).	https://en.wikipedia.org/wiki/Hesperidium	2020-10-19T12:18:26 AMZ	https://orcid.org/0000-0001-5275-8866	grapefruit																		
FOODON:00003555	citrus fruit (whole)	mandarin orange (whole)	'hesperidium fruit' and 'derives from' some 'Citrus reticulata'		A hesperidium fruit of a mandarin orange tree (Citrus reticulata).		2020-10-21T05:00:20 PMZ	https://orcid.org/0000-0001-5275-8866	mandarin orange |mandarin | mandarine																		
FOODON:00003558	potato (whole)	yellow potato (whole)			A shoot axis tuber of a potato plant cultivar having golden yellow flesh.	https://en.wikipedia.org/wiki/Potato			yellow potato |yukon potato																		
FOODON:00003559	potato (whole)	white potato (whole)			A shoot axis tuber of a white potato plant cultivar having white or tan skin and white flesh.																						
FOODON:03316347	bulb	onion (whole)	'bulb' and 'derives from' some 'Allium cepa'		 A bulb of an onion plant (Allium cepa).	FoodOn	2020-10-21T05:43:41 PMZ	https://orcid.org/0000-0001-5275-8866	bulb onion | common onion																		
FOODON:00003518	onion (whole)	white onion (whole)			A bulb of a white onion plant cultivar																						
FOODON:00003516	onion (whole)	red onion (whole)			A bulb of a red onion plant cultivar																						
FOODON:00003517	onion (whole)	yellow onion (whole)			A bulb of a yellow onion plant cultivar																						
FOODON:03310646	seed	legume (whole)	'seed' and 'derives from' some 'Fabaceae'		A seed of a legume plant in the family Fabaceae.	FoodOn	2020-10-21T09:28:28 PMZ	https://orcid.org/0000-0001-5275-8866																			
FOODON:00002753	seed	bean (whole)	'seed' and 'derives from' some 'bean plant'	'derives from' some 'Fabaceae' and 'derives from' only 'Fabaceae'	A seed of a bean plant from one of several genera of the flowering plant family (Fabaceae).	FoodOn	2020-10-14T07:28:59 PMZ	https://orcid.org/0000-0001-5275-8866	bean																		
FOODON:00002761	common bean (whole)	kidney bean (whole)		'derives from' some 'Phaseolus vulgaris' and 'derives from' only 'Phaseolus vulgaris'	A kidney shaped seed of a kidney bean plant, a varietal of a common bean plant (Phaseolus vulgaris).	FoodOn	2020-10-21T11:14:29 AMZ	https://orcid.org/0000-0001-5275-8866	kidney bean																		
FOODON:03309779	kidney bean (whole)	red kidney bean (whole)			A red kidney shaped seed of a red kidney bean plant.	FoodOn	2020-10-19T03:33:01 PMZ	https://orcid.org/0000-0001-5275-8866	red kidney bean, common kidney bean																		
FOODON:00003011	common bean (whole)	wax bean (whole)		'derives from' some 'Phaseolus vulgaris' and 'derives from' only 'Phaseolus vulgaris'	A seed of a wax bean plant having a yellow or white colored pod, a varietal of a common bean plant (phaseolus vulgaris).	FoodOn	2020-10-21T05:21:13 PMZ	https://orcid.org/0000-0001-5275-8866	wax bean | yellow bean | yellow wax bean																		
FOODON:03310058	common bean (whole)	great northern bean (whole)		'derives from' some 'Phaseolus vulgaris' and 'derives from' only 'Phaseolus vulgaris'	A seed of a great northern bean plant which is a varietal of a common bean plant (Phaseolus vulgaris).	FoodOn	2020-10-14T12:28:56 AMZ	https://orcid.org/0000-0001-5275-8866	great northern bean | large white bean																		
FOODON:03309759	common bean (whole)	pinto bean (whole)		'derives from' some 'Phaseolus vulgaris' and 'derives from' only 'Phaseolus vulgaris'	A seed of a pinto bean plant which is a varietal in a pinto group of a common bean plant (Phaseolus vulgaris).	FoodOn	2020-10-21T09:15:36 PMZ	https://orcid.org/0000-0001-5275-8866	pinto bean																		
FOODON:03302053	bean (whole)	lima bean (whole)	'seed' and 'derives from' some 'Phaseolus lunatus'		A seed of a lima bean plant (Phaseolus lunatus).	FoodOn	2020-10-14T12:24:27 AMZ	https://orcid.org/0000-0001-5275-8866	lima bean | butter bean | butterbean | sieva bean | double bean | Madagascar bean																		
FOODON:03309987	bean (whole)	rice bean (whole)	'seed' and 'derives from' some 'Vigna umbellata'		A seed of a ricebean plant (Vigna umbellata).	FoodOn	2020-10-14T02:32:20 AMZ	https://orcid.org/0000-0001-5275-8866	ricebean | rice bean																		
FOODON:03301300	seed	pea (whole)	'seed' and 'derives from' some 'Pisum sativum'		A seed of a pea plant (Pisum sativum).	https://en.wikipedia.org/wiki/Pea	2020-10-20T01:29:50 PMZ	https://orcid.org/0000-0001-5275-8866	pea																		
FOODON:00003560	pea (whole)	field pea (whole)	'seed' and 'derives from' some 'Pisum sativum var. arvense'		A seed of a field pea plant which is a varietal of a common pea plant (Pisum sativum subsp. arvense).	FoodOn	2020-10-20T04:23:40 PMZ	https://orcid.org/0000-0001-5275-8866	field pea | dun (grey-brown) pea | kapucijner pea | austrian winter pea																		
FOODON:03317199	pea (whole)	green pea (whole)			A green-colored seed of a pea plant (Pisum sativum).	FoodOn	2020-10-20T07:06:11 PMZ	https://orcid.org/0000-0001-5275-8866	green pea																		
FOODON:00003561	seed	sweet pea (whole)	'seed' and 'derives from' some 'Lathyrus odoratus'		A seed of a sweet pea plant (Lathyrus odoratus).		2020-10-20T01:11:20 PMZ	https://orcid.org/0000-0001-5275-8866	sweet pea																		
FOODON:00003491	cowpea (whole)	blackeyed pea (whole)			A black marked seed of a blackeyed pea plant, a cultivar of a cowpea plant (Vigna unguiculata).	FoodOn	2020-10-14T12:02:56 PMZ	https://orcid.org/0000-0001-5275-8866	black-eyed pea | black-eyed bean																		
FOODON:00003562	seed	field corn kernel	'seed' and 'derives from' some 'Zea mays'		A seed of a field corn plant (Zea mays).	FoodOn	2020-10-23T12:17:23 PMZ	https://orcid.org/0000-0001-5275-8866	field corn																		
FOODON:03301446	germinated or sprouted seed | bean sprout	mung bean sprout	'germinated or sprouted seed' and 'derives from' some 'Vigna radiata'		A germinated or sprouted seed of a mung bean plant (Vigna radiata).	FoodOn	2020-10-14T06:41:31 PMZ	https://orcid.org/0000-0001-5275-8866	Mung bean sprout																		
FOODON:00003563	nut fruit	chestnut (whole)		'nut fruit' and 'derives from' some 'Castanea'	A nut fruit of a chestnut tree (Castanea).	FoodOn	2020-10-21T10:08:33 PMZ	https://orcid.org/0000-0001-5275-8866	chestnut																		
FOODON:00003521	fruit	berry (whole)	'fruit' and 'derives from' some 'berry plant'		A juicy, rounded, brightly colored fruit without a stone or pit, though pips or seeds may be present.	https://en.wikipedia.org/wiki/Berry	2020-10-23T9:28:05 PMZ	https://orcid.org/0000-0001-5275-8866	berry																		
FOODON:00003567	fruit	tropical fruit (whole)	'fruit' and 'derives from' some 'tropical or subtropical fruit producing plant'		A fruit of a tropical or subtropical fruit producing plant.	https://en.wikipedia.org/wiki/List_of_culinary_fruits#Tropical_fruits	2020-10-19T12:01:19 AMZ	https://orcid.org/0000-0001-5275-8866	tropical fruit																		
FOODON:00003489	fruit	akee (whole)	'fruit' and 'derives from' some 'Blighia sapida'		A fruit of an akee tree which is poisonous until cooked (Blighia sapida).	https://en.wikipedia.org/wiki/Blighia_sapida	2020-10-14T05:52:02 AMZ	https://orcid.org/0000-0001-5275-8866	ackee | ankye | achee | akee | ackee apple | ayee																		
FOODON:00003568	fruit	mangosteen (whole)	'fruit' and 'derives from' some 'Garcinia mangostana'		A fruit of a mangosteen plant (Garcinia mangostana).	FoodOn	2020-10-19T10:00:01 PMZ	https://orcid.org/0000-0001-5275-8866	mangosteen | purple mangosteen																		
FOODON:00003569	fruit	star apple (whole)	'fruit' and 'derives from' some 'Chrysophyllum cainito'		A fruit of a star apple tree (Chrysophyllum cainito).	FoodOn	2020-10-20T06:41:31 PMZ	https://orcid.org/0000-0001-5275-8866	cainito | caimito | tar apple | star apple | purple star apple | golden leaf tree | abiaba, pomme de lait | estrella | milk fruit| aguay																		
FOODON:00003141	fruit	heart of palm		'derives from' some 'Chamaerops humilis'	An inner core and growing bud of certain palm trees, including coconut, acai palm, sabal, and juçara	http://sarapiquiecoorganico.com/palm-heart/ | https://en.wikipedia.org/wiki/Heart_of_palm	2020-10-21T09:46:16 PMZ	https://orcid.org/0000-0001-5275-8866	Palmito | Palmetto |Palm Heart																		
FOODON:00003570	tomato (whole)	pear tomato (whole)			A pear shaped heirloom fruit varietal of a tomato plant (Solanum lycopersicum).	FoodOn	2020-10-20T07:07:27 PMZ	https://orcid.org/0000-0001-5275-8866	pear tomato | teardrop tomato																		
FOODON:00003571	tuber	water chestnut (whole)	'tuber' and 'derives from' some 'Eleocharis dulcis'		A tuber of a water chest nut plant (Eleocharis dulcis).	https://en.wikipedia.org/wiki/Eleocharis_dulcis	2020-10-19T09:18:27 PMZ	https://orcid.org/0000-0001-5275-8866	Chinese water chestnut | water chestnut																		
FOODON:00003572	root, tuber or bulb, with peel	root vegetable (whole)			An underground plant part eaten as food by humans.	FoodOn	2020-10-23T10:00:00 PMZ	https://orcid.org/0000-0001-5275-8866	root vegetable																		
FOODON:00003432	stalk	rhubarb stalk (whole)	'stalk' and 'derives from' some 'Rheum rhabarbarum'		A stalk of a rhubarb plant (Rheum rhabarbarum).	FoodOn	2020-10-19T09:16:01 PMZ	https://orcid.org/0000-0001-5275-8866	rhubarb																		
FOODON:00003493	flower bud	caper (whole)	'flower bud' and 'derives from' some 'Capparis spinosa'		An edible flower bud of a caper plant (Capparis spinosa).	FoodOn	2020-10-14T07:45:09 PMZ	https://orcid.org/0000-0001-5275-8866	caper | caper bush | Flinders rose																		
FOODON:00003573	inflorescence	artichoke (whole)	'inflorescence' and 'derives from' some 'Cynara cardunculus var. scolymus'		An inflorescence of an artichoke plant (Cynara cardunculus var. scolymus).		2020-10-19T04:14:01 PMZ	https://orcid.org/0000-0001-5275-8866	french artichoke | green artichoke																		
FOODON:00003502	pericarp	star anise (whole)	'pericarp' and 'derives from' some 'Illicium verum'		A pericarp from the Star Anise (Illicium verum) tree.				Chinese star anise | star anise | staranise																		
																											
FOODON:00002889	common bean (whole)	black turtle bean (whole)			A  small, shiny variety of a common bean plant (Phaseolus vulgaris).	https://en.wikipedia.org/wiki/Black_turtle_bean	2020-10-19T04:14:01 PMZ	https://orcid.org/0000-0001-5275-8866	black bean | black turtle bean																		
FOODON:03302067	common bean (whole)	cranberry bean (whole)			A seed of a cranberry bean plant which is a varietal of a common bean plant (Phaseolus vulgaris)		2020-10-19T04:14:01 PMZ	https://orcid.org/0000-0001-5275-8866	cranberry bean | borlotti bean																		
FOODON:00002685	common bean (whole)	navy bean (whole)			A white colored seed of a navy bean plant which is a varietal of a common bean plant (Phaseolus vulgaris)		2020-10-19T04:14:01 PMZ	https://orcid.org/0000-0001-5275-8866	navy bean | haricot | pearl haricot bean | boston bean | white pea bean | pea bean																		
FOODON:03310060	common bean (whole)	pink bean (whole)			 A small, pale pink, oval-shaped seed of a pink bean plant which is a varietal of a common bean plant (Phaseolus vulgaris).		2020-10-19T04:14:01 PMZ	https://orcid.org/0000-0001-5275-8866	pink bean																		
FOODON:00002765	legume fruit| bean food product	bean pod	'legume fruit' and 'derives from' some 'Phaseolus vulgaris'																								
FOODON:03315361	bean (whole)	adzuki bean (whole)	'seed' and 'derives from' some 'Vigna angularis'		A seed of a adzuki bean plant (Vigna angularis)		2020-10-19T04:14:01 PMZ	https://orcid.org/0000-0001-5275-8866	azuki bean | aduki bean | red mung bean																		
FOODON:03305806	bean pod	green bean pod			An unripe, young fruit of various cultivars of a common bean plant (Phaseolus vulgaris).	https://en.wikipedia.org/wiki/Green_bean		https://orcid.org/0000-0001-5275-8866	snap bean | string bean | stringless bean																		
FOODON:00003577	muskmelon (whole)	cantaloupe (whole)	'pepo fruit' and 'derives from' some 'Cucumis melo var. cantalupo'		A pepo fruit of a cantaloupe plant (Cucumis melo var. cantalupo).	FoodOn	2020-11-27T07:15:01 PMZ	https://orcid.org/0000-0001-5275-8866	cantaloupe | rockmelon | sweet melon | spanspek																		
FOODON:00003578	berry fruit	kiwifruit (whole)	'berry fruit' and 'derives from' some 'Actinidia deliciosa'		A berry fruit of a kiwifruit plant (Actinidia deliciosa).	https://en.wikipedia.org/wiki/Kiwifruit	2020-11-30T13:14:34 PMZ	https://orcid.org/0000-0001-5275-8866	kiwifruit | kiwi| Chinese gooseberry | fuzzy kiwifruit																		
FOODON:00003579	hesperidium fruit	navel orange (whole)	'hesperidium fruit' and 'derives from' some 'Citrus sinensis'		A hesperidium fruit of a navel orange plant (Citrus sinensis)	FoodOn	2020-11-30T13:15:00PMZ	https://orcid.org/0000-0001-5275-8866	navel orange																		
FOODON:00003576	pear (whole)	common pear (whole)	'pome fruit' and 'derives from' some 'Pyrus communis'		A pome fruit of a common pear plant (Pyrus communis)	https://en.wikipedia.org/wiki/Pyrus_communis			 european pear																		
FOODON:00003575	common pear (whole)	Williams pear (whole)	'pome fruit' and 'derives from' some 'Williams bon chrétien pear plant'		A pome fruit of a williams bon chrétien pear plant, cultivar of a common pear.	https://en.wikipedia.org/wiki/Williams_pear	2020-11-30T13:17:20PMZ	https://orcid.org/0000-0001-5275-8866	williams pear | williams' bon chrétien pear | bartlett pear																		
FOODON:00003580	tomato (whole)	grape tomato (whole)			A berry fruit of a grape tomato plant.				grape tomato																		
FOODON:00003523	drupe fruit	almond (whole)	'drupe fruit' and 'derives from' some 'Prunus dulcis'		A drupe fruit of an almond plant (Prunus dulcis).	https://en.wikipedia.org/wiki/Almond	2020-11-28T11:27:21 PMZ	https://orcid.org/0000-0001-5275-8866	almond																		
FOODON:00003581	seed	sunflower seed (whole kernel)	'seed' and 'derives from' some 'Helianthus annuus'		A seed of a sunflower plant (Helianthus annuus)	https://en.wikipedia.org/wiki/Sunflower_seed	2020-11-30T04:49:32 PMZ		sunflower seed																		
FOODON:00003582	bulb	garlic bulb	'bulb' and 'derives from' some 'Allium sativum'		A bulb of a garlic plant (Allium sativum)	https://en.wikipedia.org/wiki/Garlic	2020-11-30T04:49:32 PMZ		garlic																		
FOODON:00003583	garlic bulb	garlic clove	'clove' and 'derives from' some 'Allium sativum'		A clove of a garlic bulb, including the husk.	https://en.wikipedia.org/wiki/Garlic																					
FOODON:00003584	scape	garlic scape	'stem' and 'derives from' some 'Allium sativum'		An immature flower stalk of a garlic plant.	https://en.wikipedia.org/wiki/Garlic			garlic spear | garlic stem | garlic top																		
FOODON:00002560	apple (whole)	Red Delicious apple (whole)	'pome fruit' and 'derives from' some 'Red Delicious apple tree'		A pome fruit of a red delicious apple tree cultivar.																						
FOODON:00002862	apple (whole)	Fuji apple (whole)	'pome fruit' and 'derives from' some 'Fuji apple tree'		A pome fruit of a fuji apple tree cultivar.				fiji apple																		
FOODON:00003348	apple (whole)	Gala apple (whole)			A pome fruit of a gala apple tree cultivar.				gala apple																		
FOODON:00002853	apple (whole)	Granny Smith apple (whole)	'pome fruit' and 'derives from' some 'Granny Smith apple tree'		A pome fruit of a granny smith apple tree cultivar.				granny smith apple																		
FOODON:00003585	drupe fruit	nectarine (whole)	'drupe fruit' and 'derives from' some 'Prunus persica var. nucipersica'		A drupe fruit of a nectarine tree (Prunus persica var. nectarina).	FoodOn	2020-11-30T13:12:43 PMZ		nectarine																		
FOODON:00003586	red kidney bean (whole)	light red kidney bean (whole)		'has quality' some 'light red'	A seed of a lighter varietal of a red kidney bean plant.				light red kidney bean																		
FOODON:00003587	red kidney bean (whole)	dark red kidney bean (whole)		'has quality' some 'dark red'	A seed of a darker varietal of a red kidney bean plant.				dark red kidney bean																		
FOODON:00003479	drupelet berry	loganberry (whole)	'aggregate fruit' and 'derives from' some 'Rubus loganobaccus'		A drupelet fruit of a loganberry plant (Rubus loganobaccus).	https://en.wikipedia.org/wiki/Loganberry	2020-10-13T05:48:32 AMZ	https://orcid.org/0000-0001-5275-8866	loganberry								IAO:0000122										
FOODON:00003480	drupelet berry	cloudberry (whole)	'aggregate fruit' and 'derives from' some 'Rubus chamaemorus'		A drupelet fruit of a cloudberry plant (Rubus chamaemorus).	https://en.wikipedia.org/wiki/Rubus_chamaemorus	2020-10-13T05:48:32 AMZ	https://orcid.org/0000-0001-5275-8866	nordic berry | bakeapple | knotberry | knoutberry | aqpik | low-bush salmonberry | averin | evron								IAO:0000122										
FOODON:00003487	drupelet berry	blackberry (whole)		'derives from' some Rubus and 'derives from' only Rubus	A drupelet fruit of a blackberry plant.	https://en.wikipedia.org/wiki/Blackberry	2020-10-14T01:29:01 AMZ	https://orcid.org/0000-0001-5275-8866	blackberry																		
FOODON:00003490	drupelet berry	black raspberry (whole)	'aggregate fruit' and 'derives from' some 'Rubus occidentalis'		A drupelet fruit of a black raspberry plant (Rubus occidentalis).	https://en.wikipedia.org/wiki/Rubus_occidentalis	2020-10-14T11:49:23 AMZ	https://orcid.org/0000-0001-5275-8866	wild black raspberry | bear's eye blackberry | black caps |  black cap raspberry | scotch cap.																		
FOODON:00003556	drupelet berry	boysenberry (whole)	'aggregate fruit' and 'derives from' some 'boysenberry plant'		A drupelet fruit of a boysenberry plant (R. ursinus × R. idaeus).	https://en.wikipedia.org/wiki/Boysenberry	2020-10-23T12:22:11 PMZ	https://orcid.org/0000-0001-5275-8866	boysenberry																		
FOODON:00003557	drupelet berry	dewberry (whole)		'derives from' some Rubus and 'derives from' only Rubus	A drupelet fruit of a dewberry plant.	https://en.wikipedia.org/wiki/Dewberry	2020-10-23T12:36:15 PMZ	https://orcid.org/0000-0001-5275-8866	dewberry																		
FOODON:00003566	drupelet berry	youngberry (whole)	'aggregate fruit' and 'derives from' some 'youngberry plant'	'derives from' some Rubus and 'derives from' only Rubus	A drupelet fruit of a youngberry plant which is a hybrid between three different species; the raspberries, blackberries, and dewberries from the genus Rubus.	https://en.wikipedia.org/wiki/Youngberry	2020-10-23T1:57:23 PMZ	https://orcid.org/0000-0001-5275-8866	youngberry																		
FOODON:00003588	common pear (whole)	Bosc pear (whole)	'pome fruit' and 'derives from' some 'Bosc pear plant'		A pome fruit of a bosc pear plant, cultivar of a common pear.	FoodOn			bosc pear																		
FOODON:00003593	drupe fruit	acerola (whole)	'drupe fruit' and 'derives from' some 'Malpighia emarginata'		A drupe fruit of an acerola plant.(Malpighia emarginata)				acerola																		
FOODON:00003591	nut fruit	acorn (whole)	'seed' and 'derives from' some 'Quercus'		A nut fruit from an oak tree (Quercus).	https://en.wikipedia.org/wiki/Acorn			acorn																		
FOODON:00003599	pepo fruit	acorn squash (whole)	'pepo fruit' and 'derives from' some 'Cucurbita pepo var. ovifera'		A pepo fruit of an acorn squash plant (Cucurbita pepo var. ovifera).	https://en.wikipedia.org/wiki/Acorn_squash			pepper squash | pattypan squash | summer crookneck squash |ornamental gourd																		
FOODON:00003600	berry fruit	avocado (whole)	'berry fruit' and 'derives from' some 'Persea americana'		A berry fruit of an avocado plant (Persea americana)	https://en.wikipedia.org/wiki/Avocado			avocado																		
FOODON:00003601	seed	amaranth seed (whole)	'seed' and 'derives from' some 'amaranth plant'		A seed of an amaranth plant.				amaranth seed																		
FOODON:00003602	tuber	arrowroot (whole)	'tuber' and 'derives from' some 'Maranta arundinacea'		A tuber of an arrowroot plant (Maranta arundinacea).	FoodOn			arrowroot																		
FOODON:00003606	berry fruit	black currant (whole)	'berry fruit' and 'derives from' some 'Ribes nigrum'		A black-purple berry fruit of a black currant plant (Ribes nigrum)	https://en.wikipedia.org/wiki/Blackcurrant			european black currant																		
FOODON:00003607	pear (whole)	asian pear (whole)	'pome fruit' and 'derives from' some 'Pyrus pyrifolia'		A pome fruit of an asian pear plant (Pyrus pyrifolia)	https://en.wikipedia.org/wiki/Pyrus_pyrifolia			asian pear | chinese pear |  japanese pear | korean pear | oriental pears | pyrus pyrifolia | sand pear | taiwan pear																		
FOODON:00003608	pepo fruit	banana passionfruit (whole)	'pepo fruit' and 'derives from' some 'banana passionfruit plant'		A pepo fruit of a banana passionfruit plant.	FoodOn			banana passionfruit																		
FOODON:00003609	drupe fruit	bayberry (whole)		'derives from' some 'Myrica' and 'derives from' only 'Myrica'		https://en.wikipedia.org/wiki/Myrica			bayberry																		
FOODON:00003610	grape (whole)	black grape (whole)			A berry fruit of a wine grape variety which have deep red or almost black skin.	https://en.wikipedia.org/wiki/Grape			black grape							https://www.winefrog.com/definition/314/black-grapes											
FOODON:00003611	drupe fruit	black walnut (whole)	'drupe fruit' and 'derives from' some 'Juglans nigra'		A drupe fruit of a walnut tree (Juglans nigra)	https://en.wikipedia.org/wiki/Juglans_nigra			eastern black walnut | black walnut																		
FOODON:03301645	seed	brazilnut (whole, shell on)	'seed' and 'derives from' some 'Bertholletia excelsa'		A seed of a brazilnut tree (Bertholletia excelsa).	https://en.wikipedia.org/wiki/Brazil_nut			brazilnut																		
FOODON:00003612	root	black radish (whole)	'root' and 'derives from' some 'Raphanus sativus var. sativus'		A root of a black radish plant (Raphanus sativus var. sativus)	https://en.wikipedia.org/wiki/Black_radish			black spanish radish | black radish | erfurter radish																		
FOODON:00003613	seed	cocoa bean (whole)	'seed' and 'derives from' some 'Theobroma cacao'		A seed of a cacao tree (Theobroma cacao)	https://en.wikipedia.org/wiki/Theobroma_cacao			cacao bean																		
FOODON:00003614	seed	betel nut (whole)	'seed' and 'derives from' some 'Areca catechu'		A seed of an areca palm  (Areca catechu)	https://en.wikipedia.org/wiki/Areca_nut			areca nut | betel nut																		
FOODON:00003615	nut fruit	cashew nut (whole)	'nut fruit' and 'derives from' some 'Anacardium occidentale'		A nut fruit from a cashew tree (Anacardium occidentale)	https://en.wikipedia.org/wiki/Cashew			cashew nut																		
FOODON:00003616	aggregate fruit	cherimoya fruit (whole)	'fruit' and 'derives from' some 'Annona cherimola'		A fruit of a cherimoya plant (Annona cherimola)	https://en.wikipedia.org/wiki/Cherimoya			cherimoya | chirimoya | chirimuya | custard apple							https://www2.palomar.edu/users/warmstrong/fruitid1.htm											
FOODON:00003590	leaf	cassava leaf (whole)	'leaf' and 'derives from' some 'Manihot esculenta'		A leaf of a casava plant (Manihot esculenta)	https://en.wikipedia.org/wiki/Cassava			yuca | tapioca | cassava | manioc																		
FOODON:00003617	fruit	cupuaçu fruit (whole)	'fruit' and 'derives from' some 'Theobroma grandiflorum'		A fruit from a cupuaçu plant (Theobroma grandiflorum).	https://en.wikipedia.org/wiki/Theobroma_grandiflorum			cupuaçu fruit | cupuaçu | cupu assu																		
FOODON:00003618	berry fruit	eggplant (whole)	'berry fruit' and 'derives from' some 'Solanum melongena'		A berry fruit of an eggplant (Solanum melongena)	https://en.wikipedia.org/wiki/Eggplant			eggplant | aubergine | brinjal																		
FOODON:03301246	drupe fruit	date (whole)	'drupe fruit' and 'derives from' some 'Phoenix dactylifera'		A drupe fruit of a date plant (Phoenix dactylifera)	https://en.wikipedia.org/wiki/Date_palm			date | date palm																		
FOODON:00003619	orange (whole)	california valencia orange (whole)	'hesperidium fruit' and 'derives from' some 'california valencia orange plant'		A hesperidium fruit of a california valencia orange plant.	FoodOn			california valencia orange																		
FOODON:03307812	seed	fenugreek seed (whole)	'seed' and 'derives from' some 'Trigonella foenum-graecum'		A seed of a fenugreek plant (Trigonella foenum-graecum)				fenugreek seed																		
FOODON:00003620	leaf	fenugreek leaf (whole)	'leaf' and 'derives from' some 'Trigonella foenum-graecum'		A leaf of a fenugreek plant (Trigonella foenum-graecum).				fenugreek leaf | methi leaf																		
FOODON:00003621	fenugreek food product	fenugreek leaf bundle	'object aggregate' and 'has member' some 'fenugreek leaf (whole)' and 'has member' only 'fenugreek leaf (whole)' and 'has quality' some 'food (raw)'		A bundle of raw fenugreek leaves.				fenugreek bunch																		
FOODON:00003622	berry fruit	guava (whole)	'berry fruit' and 'derives from' some 'guava plant'	'derives from' some 'Psidium' and 'derives from' only 'Psidium'	A berry fruit of a guava plant.				guava																		
FOODON:00003623	rosette leaf	chicory leaf (whole)	'rosette leaf' and 'derives from' some 'Cichorium intybus'		A rosette leaf of a chicory plant (Cichorium intybus).				chicory leaf																		
FOODON:00003624	rosette	chicory head	'rosette' and 'derives from' some 'Cichorium intybus'		A rosette of a chicory plant (Cichorium intybus).				chicory head| succory | radicchio | witloof																		
FOODON:00003625	chicory food product	chicory bundle	'object aggregate' and 'has member' some 'chicory leaf (whole)' and 'has member' only 'chicory leaf (whole)' and 'has quality' some 'food (raw)'		A bundle of raw chicory leaves.				chicory bunch																		
FOODON:00003626	berry fruit	java apple (whole)	'berry fruit' and 'derives from' some 'Syzygium samarangense'		A berry fruit from a java apple tree (Syzygium samarangense)				java apple | wax apple | wax jambu | semarang rose-apple																		
FOODON:00003597	pepo fruit	melon (whole)		'derives from' some 'Cucurbitaceae' and 'derives from' only 'Cucurbitaceae'	A pepo fruit of a melon plant.	https://en.wikipedia.org/wiki/Melon			melon																		
FOODON:00003598	muskmelon (whole)	honeydew melon (whole)	'pepo fruit' and 'derives from' some 'honeydew melon plant'		A cultivar of a muskmelon, inodorus group plant.	https://en.wikipedia.org/wiki/Honeydew_(melon)			honeydew melon																		
FOODON:00003596	melon (whole)	muskmelon (whole)	'pepo fruit' and 'derives from' some 'Cucumis melo'		A pepo fruit of a muskmelon plant (Cucumis melo )	https://en.wikipedia.org/wiki/Muskmelon																					
FOODON:00003627	fruit	beechnut (whole)	'fruit' and 'derives from' some 'beech tree'	'derives from' some ' Fagaceae' and 'derives from' only ' Fagaceae'	A fruit of a beechtree.	FoodOn			beechnut | beech nut																		
FOODON:00003628	fruit multiple	breadfruit (whole)	'fruit multiple' and 'derives from' some 'Artocarpus altilis'		A fruit multiple of a breadfruit tree (Artocarpus altilis)	https://en.wikipedia.org/wiki/Breadfruit			breadfruit																		
FOODON:00003629	rosette leaf	basil leaf (whole)	'rosette leaf' and 'derives from' some 'Ocimum basilicum'		A rosette leaf of a basil plant (Ocimum basilicum)	https://en.wikipedia.org/wiki/Basil			basil leaf																		
FOODON:00003630	leaf	bean leaf (whole)	'leaf' and 'derives from' some 'bean plant'		A leaf of a bean plant.	FoodOn			bean leaf																		
FOODON:00003631	chard leaf (whole)	swiss chard leaf (whole)		'rosette leaf' and 'derives from' some 'Beta vulgaris subsp. vulgaris'	A rosette leaf of a swiss chard plant (Beta vulgaris subsp. vulgaris).				swiss chard leaf																		
