FOODID	ORIGFDNM	ENGFDNAM	LANGUALCODES
FR03010 	FARINE LACTEE SABIAMINEN (ALGERIE) 	FARINE LACTEE SABIAMINEN (ALGERIE) 	A0149 B1079 C0208 E0106 F0014 G0003 H0163 J0117 K0003 P0024
FR07001 	PAIN 	PAIN 	A0178 B1421 C0208 E0105 F0014 G0005 H0256 J0003 K0003 P0024
FR07002 	MIE DE PAIN 	MIE DE PAIN 	A0178 B1421 C0208 E0105 F0014 G0005 H0256 J0003 K0003 P0024
FR07003 	CROUTE DE PAIN 	CROUTE DE PAIN 	A0178 B1421 C0208 E0105 F0014 G0005 H0256 J0003 K0003 P0024
FR07004 	PAIN GRILLE 	PAIN GRILLE 	A0178 B1421 C0208 E0124 F0014 G0006 G0005 H0256 J0003 K0003 P0024
FR07010 	BAGUETTE 	BAGUETTE 	A0178 B1421 C0208 E0105 F0014 G0005 H0256 J0003 K0003 P0024
FR07015 	FICELLE 	FICELLE 	A0178 B1421 C0208 E0105 F0014 G0005 H0256 J0003 K0003 P0024
FR07020 	BOULE 	BOULE 	A0178 B1421 C0208 E0146 F0014 G0005 H0256 J0003 K0003 P0024
FR07030 	PAIN, FABRICATION DOMESTIQUE (ALGERIE) 	PAIN, FABRICATION DOMESTIQUE (ALGERIE) 	A0178 B1079 C0208 E0147 F0014 G0005 H0263 J0003 K0003 P0024
FR07100 	PAIN DE CAMPAGNE 	PAIN DE CAMPAGNE 	A0178 B1421 C0208 E0146 F0014 G0005 H0256 J0003 K0003 P0024
FR07101 	PAIN BRIE 	PAIN BRIE 	A0178 B1421 C0208 E0146 F0014 G0005 H0256 J0003 K0003 P0024
FR07102 	PAIN DE BEAUSAINE 	PAIN DE BEAUSAINE 	A0178 B1421 C0208 E0146 F0014 G0005 H0256 J0003 K0003 P0024
FR07110 	PAIN COMPLET 	PAIN COMPLET 	A0178 B1421 C0133 E0105 F0014 G0005 H0256 J0003 K0003 P0024
FR07115 	PAIN AU SON 	PAIN AU SON 	A0178 B1421 C0119 E0105 F0014 G0005 H0256 H0152 J0003 K0003 P0048 P0024
FR07120 	PAIN AU SEIGLE PUR 	PAIN AU SEIGLE PUR 	A0178 B1313 C0155 E0105 F0014 G0005 H0256 J0003 K0003 P0024
FR07125 	PAIN DE SEIGLE ET FROMENT 	PAIN DE SEIGLE ET FROMENT 	A0178 B1313 C0155 E0105 F0014 G0005 H0152 H0256 J0003 P0024
FR07130 	PAIN DE METEIL AVEC 50% DE SEIGLE 	PAIN DE METEIL AVEC 50% DE SEIGLE 	A0178 B1313 C0155 E0105 F0014 G0005 H0319 H0256 J0003 K0003 P0024
FR07160 	PAIN SANS SEL 	PAIN SANS SEL 	A0178 B1421 C0208 E0105 F0014 G0005 H0256 J0003 K0003 P0037 P0078 P0024
FR07200 	PAIN DE MIE 	PAIN DE MIE 	A0178 B1421 C0208 E0105 F0014 G0005 H0256 H0221 H0136 J0003 K0003 P0024
FR07205 	PAIN DE MIE ARTISANAL 	PAIN DE MIE ARTISANAL 	A0178 B1421 C0208 E0105 F0014 G0005 H0136 H0256 H0221 J0003 K0003 P0024
FR07210 	PAIN DE MIE ARTISANAL AU LAIT 	PAIN DE MIE ARTISANAL AU LAIT 	A0178 B1421 C0208 E0105 F0014 G0005 H0221 H0136 H0256 H0184 J0003 K0003 P0024
FR07220 	PAIN DE MIE INDUSTRIEL 	PAIN DE MIE INDUSTRIEL 	A0178 B1421 C0208 E0105 F0014 G0005 H0221 H0256 H0136 J0003 K0003 P0024
FR07225 	PAIN VIENNOIS 	PAIN VIENNOIS 	A0178 B1421 C0208 E0105 F0014 G0005 H0136 H0256 H0155 H0184 J0003 K0003 P0024
FR07300 	BISCOTTE, SANS SPECIFICATION 	BISCOTTE, SANS SPECIFICATION 	B1421 C0208 E0124 F0014 G0005 G0010 H0263 H0136 H0256 J0144 K0003 P0024
FR07310 	BISCOTTE SANS SEL 	BISCOTTE SANS SEL 	B1421 C0208 E0124 F0014 G0005 G0010 H0136 H0256 H0263 J0144 K0003 P0047 P0078 P0024
FR07360 	BISCOTTE AU SON 	BISCOTTE AU SON 	B1421 C0119 E0124 F0014 G0010 G0005 H0263 H0256 H0136 J0144 K0003 P0048 P0024
FR07370 	BISCOTTE A LA FARINE DE FROMENT COMPLETE 	BISCOTTE A LA FARINE DE FROMENT COMPLETE 	B1421 C0133 E0124 F0014 G0005 G0010 H0136 H0256 H0263 J0144 K0003 P0048 P0024
FR07400 	PAIN GRILLE INDUSTRIEL 	PAIN GRILLE INDUSTRIEL 	B1421 C0208 E0124 F0014 G0005 G0006 H0256 H0263 H0136 J0144 K0003 P0024
FR07405 	PAIN GRILLE INDUSTRIEL, SANS SEL 	PAIN GRILLE INDUSTRIEL, SANS SEL 	B1421 C0208 E0124 F0014 G0006 G0005 H0256 H0263 H0136 J0144 K0003 P0024 P0047 P0078
FR07410 	PAIN BRAISE INDUSTRIEL 	PAIN BRAISE INDUSTRIEL 	B1421 C0208 E0124 F0014 G0010 G0005 H0136 H0256 H0263 J0144 K0003 P0024
FR07415 	PAIN BRAISE INDUSTRIEL, SANS SEL 	PAIN BRAISE INDUSTRIEL, SANS SEL 	B1421 C0208 E0124 F0014 G0010 G0005 H0136 H0256 H0263 J0144 K0003 P0024 P0047 P0078
FR07500 	CHAPELURE INDUSTRIELLE 	CHAPELURE INDUSTRIELLE 	A0178 B1421 C0208 E0117 F0014 G0001 H0256 H0138 J0144 K0003 P0024
FR07510 	BISCOTTE HOLLANDAISE 	BISCOTTE HOLLANDAISE 	B1421 C0208 E0124 F0014 G0010 G0005 H0186 H0221 H0256 H0136 J0144 K0003 P0024
FR07515 	ZWIEBACK 	ZWIEBACK 	B1421 C0208 E0124 F0014 G0005 G0010 H0136 H0184 H0256 H0221 J0144 K0003 P0024
FR07520 	LONGUET 	LONGUET 	A0151 B1421 C0208 E0105 F0014 G0005 H0221 H0136 H0256 J0003 K0003 P0024
FR07525 	GRESSINS 	GRESSINS 	A0151 B1421 C0208 E0105 F0014 G0005 H0136 H0186 H0221 H0256 J0003 K0003 P0024
FR07530 	TRISCOTTE 	TRISCOTTE 	B1421 C0208 E0124 F0014 G0005 G0010 H0155 H0184 H0263 H0136 H0256 J0144 K0003 P0024
FR07601 	CROISSANT 	CROISSANT 	A0151 B1421 C0208 E0105 F0014 G0005 H0256 H0221 J0003 K0003 P0024
FR07605 	CROISSANT ORDINAIRE 	CROISSANT ORDINAIRE 	A0151 B1421 C0208 E0105 F0014 G0005 H0272 H0256 J0003 K0003 P0024
FR07610 	CROISSANT AU BEURRE 	CROISSANT AU BEURRE 	A0151 B1421 C0208 E0105 F0014 G0005 H0271 H0256 J0003 K0003 P0024
FR07615 	CROISSANT ORDINAIRE ARTISANAL 	CROISSANT ORDINAIRE ARTISANAL 	A0151 B1421 C0208 E0105 F0014 G0005 H0272 H0256 J0003 K0003 P0024
FR07620 	CROISSANT AU BEURRE ARTISANAL 	CROISSANT AU BEURRE ARTISANAL 	A0151 B1421 C0208 E0105 F0014 G0005 H0256 H0271 J0003 K0003 P0024
FR07625 	CROISSANT INDUSTRIEL 	CROISSANT INDUSTRIEL 	A0151 B1421 C0208 E0105 F0014 G0005 H0256 H0272 J0003 K0003 P0024
FR07630 	CROISSANT AU BEURRE INDUSTRIEL 	CROISSANT AU BEURRE INDUSTRIEL 	A0151 B1421 C0208 E0105 F0014 G0005 H0256 H0271 J0003 K0003 P0024
FR07635 	CROISSANT MENAGER A BASE DE PATE SURGELEE 	CROISSANT MENAGER A BASE DE PATE SURGELEE 	A0151 B1421 C0208 E0105 F0014 G0005 H0221 H0241 H0256 J0003 K0003 P0024
FR07640 	CROISSANT BRIOCHE 	CROISSANT BRIOCHE 	A0151 B1421 C0208 E0105 F0014 G0005 H0221 H0256 H0186 H0136 J0003 K0003 P0024
FR07650 	CROISSANT AUX AMANDES, PREPARATION ARTISANALE 	CROISSANT AUX AMANDES, PREPARATION ARTISANALE 	A0151 B1421 C0208 E0105 F0014 G0003 H0221 H0185 H0207 H0158 H0184 H0177 J0003 K0003 P0024
FR07710 	PAIN AU LAIT 	PAIN AU LAIT 	A0151 B1421 C0208 E0105 F0014 G0005 H0136 H0184 H0256 J0003 K0003 P0024
FR07720 	PAIN AUX RAISINS 	PAIN AUX RAISINS 	A0151 B1421 C0208 E0105 F0014 G0005 H0256 H0136 H0184 H0147 J0003 K0003 P0024
FR07730 	PAIN AU CHOCOLAT 	PAIN AU CHOCOLAT 	A0151 B1421 C0208 E0105 F0014 G0005 H0231 H0256 H0221 J0003 K0003 P0024
FR07731 	PAIN AU CHOCOLAT FEUILLETE 	PAIN AU CHOCOLAT FEUILLETE 	A0151 B1421 C0208 E0105 F0014 G0005 H0256 H0221 H0231 J0003 K0003 P0024
FR07732 	PAIN AU CHOCOLAT BRIOCHE 	PAIN AU CHOCOLAT BRIOCHE 	A0151 B1421 C0208 E0105 F0014 G0005 H0231 H0221 H0186 H0256 H0136 J0003 K0003 P0024
FR07733 	PAIN AU CHOCOLAT ET AUX OEUFS 	PAIN AU CHOCOLAT ET AUX OEUFS 	A0151 B1421 C0208 E0105 F0014 G0005 H0221 H0256 H0231 H0186 J0003 K0003 P0024
FR07734 	PAIN AU CHOCOLAT ET AU LAIT 	PAIN AU CHOCOLAT ET AU LAIT 	A0151 B1421 C0208 E0105 F0014 G0005 H0231 H0256 H0296 H0221 J0003 K0003 P0024
FR07740 	BRIOCHE 	BRIOCHE 	A0151 B1421 C0208 E0146 F0014 G0005 H0221 H0136 H0186 H0256 J0003 K0003 P0024
FR07741 	BRIOCHE, PREPARATION ARTISANALE 	BRIOCHE, PREPARATION ARTISANALE 	A0151 B1421 C0208 E0146 F0014 G0005 H0158 H0184 H0221 H0186 H0256 J0003 K0003 P0024
FR07745 	BRIOCHE AU BEURRE INDUSTRIELLE 	BRIOCHE AU BEURRE INDUSTRIELLE 	A0151 B1421 C0208 E0146 F0014 G0005 H0271 H0136 H0256 H0272 H0186 J0003 K0003 P0024
FR07746 	BRIOCHE INDUSTRIELLE PUR BEURRE 	BRIOCHE INDUSTRIELLE PUR BEURRE 	A0151 B1421 C0208 E0146 F0014 G0005 H0256 H0136 H0186 H0271 J0003 K0003 P0024
FR07747 	BRIOCHE DE NANTERRE 	BRIOCHE DE NANTERRE 	A0151 B1421 C0208 E0146 F0014 G0005 H0271 H0184 H0186 H0158 H0256 J0003 K0003 P0024
FR07748 	BRIOCHE MOUSSELINE 	BRIOCHE MOUSSELINE 	A0151 B1421 C0208 E0146 F0014 G0005 H0271 H0256 H0186 H0136 J0003 K0003 P0024
FR07750 	BRIOCHE AU SUCRE 	BRIOCHE AU SUCRE 	A0151 B1421 C0208 E0146 F0014 G0005 H0158 H0186 H0256 H0221 J0003 K0003 P0024
FR07760 	PETITE BRIOCHE TETE, PREPARATION ARTISANALE 	PETITE BRIOCHE TETE, PREPARATION ARTISANALE 	A0151 B1421 C0208 E0105 F0014 G0005 H0186 H0221 H0184 H0158 H0256 J0003 K0003 P0024
FR07761 	GROSSE BRIOCHE TETE, PREPARATION ARTISANALE 	GROSSE BRIOCHE TETE, PREPARATION ARTISANALE 	A0151 B1421 C0208 E0146 F0014 G0005 H0221 H0256 H0184 H0186 H0158 J0003 K0003 P0024
FR07762 	MOUSSELINE, VIENNOISERIE PREPARATION ARTISANALE 	MOUSSELINE, VIENNOISERIE PREPARATION ARTISANALE 	A0151 B1421 C0208 E0146 F0014 G0005 H0256 H0221 H0158 H0184 H0186 J0003 K0003 P0024
FR07763 	BOULE SUCREE, VIENNOISERIE PREPARATION ARTISANALE 	BOULE SUCREE, VIENNOISERIE PREPARATION ARTISANALE 	A0151 B1421 C0208 E0146 F0014 G0005 H0256 H0184 H0158 H0186 H0221 J0003 K0003 P0024
FR07764 	POMPE DE NOEL, PREPARATION ARTISANALE 	POMPE DE NOEL, PREPARATION ARTISANALE 	A0151 B1421 C0208 E0147 F0014 G0005 H0256 H0227 H0186 H0221 H0158 H0184 J0003 K0003 P0024
FR07765 	BRIOCHE SUISSE, PREPARATION ARTISANALE 	BRIOCHE SUISSE, PREPARATION ARTISANALE 	A0151 B1421 C0208 E0105 F0014 G0003 H0353 H0364 H0185 H0160 H0256 H0184 H0221 H0207 H0186 H0158 J0003 K0003 P0024
FR07766 	BRIOCHE ROYALE, PREPARATION ARTISANALE 	BRIOCHE ROYALE, PREPARATION ARTISANALE 	A0151 B1421 C0208 E0105 F0014 G0003 H0364 H0256 H0160 H0221 H0353 H0185 H0158 H0184 H0186 H0207 J0003 K0003 P0024
FR07800 	KUGELHOPF, PREPARATION ARTISANALE 	KUGELHOPF, PREPARATION ARTISANALE 	A0151 B1421 C0208 E0146 F0014 G0005 H0364 H0117 H0186 H0158 H0271 J0003 K0003 P0024
FR07801 	FOUACE, PREPARATION ARTISANALE 	FOUACE, PREPARATION ARTISANALE 	A0151 B1421 C0208 E0146 F0014 G0005 H0364 H0351 H0263 H0184 H0117 J0003 K0003 P0024
FR07802 	MASTELLE, PREPARATION ARTISANALE 	MASTELLE, PREPARATION ARTISANALE 	A0151 B1421 C0208 E0147 F0014 G0005 H0205 H0207 H0177 H0221 H0158 H0186 H0184 H0256 J0003 K0003 P0024
FR07803 	VIENNOIS, PREPARATION ARTISANALE 	VIENNOIS, PREPARATION ARTISANALE 	A0151 B1421 C0208 E0105 F0014 G0005 H0184 H0158 H0186 H0256 H0233 H0221 J0003 K0003 P0024
FR07804 	TRESSE, PREPARATION ARTISANALE 	TRESSE, PREPARATION ARTISANALE 	A0151 B1421 C0208 E0105 F0014 G0005 H0221 H0158 H0186 H0256 H0233 H0184 J0003 K0003 P0024
FR07805 	TRANCHE HELVETIQUE, PREPARATION ARTISANALE 	TRANCHE HELVETIQUE, PREPARATION ARTISANALE 	A0151 B1421 C0208 E0105 F0014 G0005 H0353 H0364 H0158 H0221 H0207 H0256 H0160 H0186 H0184 J0003 K0003 P0024 H0353
FR07806 	ESCARGOT VIENNOISERIE, PREPARATION ARTISANLE 	ESCARGOT VIENNOISERIE, PREPARATION ARTISANLE 	A0151 B1421 C0208 E0105 F0014 G0005 H0353 H0364 H0221 H0256 H0186 H0207 H0184 H0158 J0003 K0003 P0024 H0353
FR07807 	BAULUS, PREPARATION ARTISANALE 	BAULUS, PREPARATION ARTISANALE 	A0151 B1421 C0208 E0105 F0014 G0005 H0364 H0360 H0158 H0184 H0207 H0186 H0221 H0256 J0003 K0003 P0024
FR07808 	COURONNE, PREPARATION ARTISANALE 	COURONNE, PREPARATION ARTISANALE 	A0151 B1421 C0208 E0105 F0014 G0005 H0221 H0256 H0186 H0158 J0003 K0003 P0024
FR07809 	NAVETTE, PREPARATION ARTISANALE 	NAVETTE, PREPARATION ARTISANALE 	A0151 B1421 C0208 E0105 F0014 G0005 H0186 H0221 H0229 H0256 H0158 J0003 K0003 P0024
FR07810 	GRANITE, PREPARATION ARTISANALE 	GRANITE, PREPARATION ARTISANALE 	A0151 B1421 C0208 E0105 F0014 G0005 H0207 H0256 H0221 H0158 H0184 H0117 H0186 J0003 K0003 P0024
FR07811 	NID D'ABEILLES, VIENNOISERIE PREPARATION ARTISANALE 	NID D'ABEILLES, VIENNOISERIE PREPARATION ARTISANALE 	A0151 B1421 C0208 E0105 F0014 G0005 H0364 H0149 H0256 H0158 H0184 H0221 H0117 H0186 H0207 J0003 K0003 P0024
FR08000 	RILLETTES DE PORC ORDINAIRES 	RILLETTES DE PORC ORDINAIRES 	A0221 B1136 C0269 E0134 F0014 G0025 H0150 H0262 H0229 J0131 K0003 P0024
FR08001 	RILLETTES DE PORC TRADITIONNELLES 	RILLETTES DE PORC TRADITIONNELLES 	A0221 B1136 C0269 E0134 F0014 G0025 H0229 H0262 J0131 K0003 P0024
FR08002 	RILLETTES DE PORC DE QUALITE SUPERIEURE 	RILLETTES DE PORC DE QUALITE SUPERIEURE 	A0221 B1136 C0269 E0134 F0014 G0025 H0229 H0262 J0131 K0003 P0024
FR08003 	RILLETTES DE CONNERE AVEC 20% DE JAMBON 	RILLETTES DE CONNERE AVEC 20% DE JAMBON 	A0221 B1136 C0269 E0134 F0014 G0025 H0262 H0229 J0131 K0003 P0024
FR08005 	RILLETTES DE LA SARTHE 	RILLETTES DE LA SARTHE 	A0221 B1136 C0269 E0134 F0014 G0025 H0229 H0262 J0131 K0003 P0024
FR08010 	RILLETTES DE TOURS 	RILLETTES DE TOURS 	A0221 B1136 C0269 E0134 F0014 G0025 H0262 H0229 J0131 K0003 P0024
FR08015 	RILLETTES DU MANS 	RILLETTES DU MANS 	A0221 B1136 C0269 E0134 F0014 G0025 H0229 H0262 J0131 K0003 P0024
FR08020 	RILLETTES DE BRESSE 	RILLETTES DE BRESSE 	A0221 B1563 C0125 E0134 F0014 G0025 H0191 H0229 H0262 J0131 K0003 P0024
FR08025 	RILLETTES D'OIE PURE 	RILLETTES D'OIE PURE 	A0221 B1253 C0125 E0134 F0014 G0025 H0229 H0262 J0131 K0003 P0024
FR08030 	RILLETTES D'OIE AVEC 50% DE MAIGRE D'OIE 	RILLETTES D'OIE AVEC 50% DE MAIGRE D'OIE 	A0221 B1253 C0125 E0134 F0014 G0025 H0191 H0262 H0229 J0131 K0003 P0024
FR08035 	RILLETTES D'OIE ET DE PORC AVEC 50% DE MAIGRE D'OIE 	RILLETTES D'OIE ET DE PORC AVEC 50% DE MAIGRE D'OIE 	A0221 B1253 C0125 E0134 F0014 G0025 H0262 H0191 H0229 J0131 K0003 P0024
FR08037 	RILLETTES DE PORC ET OIE AVEC 20% MAIGRE D'OIE 	RILLETTES DE PORC ET OIE AVEC 20% MAIGRE D'OIE 	A0221 B1136 C0269 E0134 F0014 G0025 H0262 H0229 H0171 J0131 K0003 P0024
FR08040 	RILLETTES DE VOLAILLE AVEC 50% DE VOLAILLE 	RILLETTES DE VOLAILLE AVEC 50% DE VOLAILLE 	A0221 B1563 C0125 E0134 F0014 G0025 H0262 H0229 J0131 K0003 P0024
FR08041 	RILLETTES DE VOLAILLE ET DE PORC AVEC 15 A 50% DE VOLAILLE 	RILLETTES DE VOLAILLE ET DE PORC AVEC 15 A 50% DE VOLAILLE 	A0221 B1563 C0125 E0134 F0014 G0025 H0229 H0171 H0191 H0262 J0131 K0003 P0024
FR08042 	RILLETTES DE PORC ET VOLAILLE AVEC 15% DE VOLAILLE 	RILLETTES DE PORC ET VOLAILLE AVEC 15% DE VOLAILLE 	A0221 B1136 C0269 E0134 F0014 G0025 H0229 H0171 H0262 J0131 K0003 P0024
FR08045 	RILLETTES DE LAPIN AVEC 50% DE LAPIN 	RILLETTES DE LAPIN AVEC 50% DE LAPIN 	A0221 B1323 C0269 E0134 F0014 G0025 H0191 H0262 J0131 K0003 P0024
FR08047 	RILLETTES DE LAPIN ET PORC AVEC 15 A 50% DE LAPIN 	RILLETTES DE LAPIN ET PORC AVEC 15 A 50% DE LAPIN 	A0221 B1323 C0269 E0134 F0014 G0025 H0191 H0262 J0131 K0003 P0024
FR08049 	RILLETTES DE PORC ET LAPIN AVEC 15% DE LAPIN 	RILLETTES DE PORC ET LAPIN AVEC 15% DE LAPIN 	A0221 B1136 C0269 E0134 F0014 G0025 H0262 H0191 J0131 K0003 P0024
FR08050 	RILLETTES DE SANGLIER 	RILLETTES DE SANGLIER 	A0221 C0269 E0134 F0014 G0025 H0229 H0262 J0131 K0003 P0024
FR08060 	RILLON OU RILLAUD OU GRILLON 	RILLON OU RILLAUD OU GRILLON 	A0221 B1136 C0269 E0151 F0014 G0025 H0262 H0133 J0131 K0046 P0024
FR08062 	GRATTON D'AUVERGNE 	GRATTON D'AUVERGNE 	A0221 B1136 C0269 E0151 F0018 G0025 H0229 H0262 J0131 K0003 P0024
FR08064 	GRATTON LYONNAIS 	GRATTON LYONNAIS 	A0221 B1136 C0269 E0151 F0018 G0025 H0229 H0262 J0131 K0046 P0024
FR08066 	GRATTON BORDELAIS 	GRATTON BORDELAIS 	A0221 B1136 C0269 E0134 F0014 G0025 H0262 H0229 J0131 K0046 P0024
FR08068 	FRITTON OU GRAISSERON DE PORC 	FRITTON OU GRAISSERON DE PORC 	A0221 B1136 C0103 E0134 F0014 G0025 H0262 H0229 J0131 K0046 P0024
FR08080 	RILLETTE DE SAUMON 	RILLETTE DE SAUMON 	A0221 B1129 C0269 E0134 F0014 G0025 H0262 H0271 H0160 J0131 K0003 P0024
FR08100 	CONFIT DE PORC 	CONFIT DE PORC 	A0221 B1136 C0269 E0151 F0014 G0025 H0262 H0229 J0131 K0046 P0024
FR08105 	CONFIT D'OIE 	CONFIT D'OIE 	A0221 B1253 C0125 E0151 F0014 G0025 H0229 H0262 J0131 K0046 P0024
FR08110 	CONFIT DE CANARD 	CONFIT DE CANARD 	A0221 B1316 C0125 E0151 F0014 G0025 H0229 H0262 J0131 K0046 P0024
FR08115 	CONFIT DE DINDE 	CONFIT DE DINDE 	A0221 B1236 C0125 E0151 F0014 G0025 H0262 H0229 J0131 K0046 P0024
FR08120 	CONFIT DE FOIE DE PORC 	CONFIT DE FOIE DE PORC 	A0221 B1136 C0176 E0134 F0014 G0025 H0262 H0191 H0229 J0131 K0046 P0024
FR08122 	CONFIT DE FOIE AUX CHAMPIGNONS 	CONFIT DE FOIE AUX CHAMPIGNONS 	A0221 B1136 C0176 E0134 F0014 G0025 H0166 H0229 H0262 J0131 K0046 P0024
FR08125 	CONFIT DE FOIE DE VOLAILLE 	CONFIT DE FOIE DE VOLAILLE 	A0221 B1563 C0176 E0134 F0014 G0025 H0191 H0262 H0229 J0131 K0046 P0024
FR08200 	PATE A TRANCHER 	PATE A TRANCHER 	A0221 B1136 C0268 E0146 F0014 G0005 H0229 J0131 K0003 P0024 Z0100
FR08201 	PATE A TRANCHER AU POIVRE VERT 	PATE A TRANCHER AU POIVRE VERT 	A0221 B1136 C0268 E0146 F0014 G0005 H0229 J0131 K0003 P0024 Z0100
FR08202 	PATE DE VIANDE OU PATE DE CHAIR 	PATE DE VIANDE OU PATE DE CHAIR 	A0221 B1136 C0268 E0146 F0014 G0005 H0229 H0186 H0146 J0131 K0003 P0024 Z0100
FR08204 	PATE A TRANCHER DIT "DU CHEF" OU "MAISON" 	PATE A TRANCHER DIT "DU CHEF" OU "MAISON" 	A0221 B1136 C0268 E0146 F0014 G0005 H0229 H0186 H0146 J0131 K0003 P0024 Z0100
FR08206 	PATE DE JAMBON AVEC 20% DE JAMBON 	PATE DE JAMBON AVEC 20% DE JAMBON 	A0221 B1136 C0268 E0146 F0014 G0005 H0307 H0191 H0146 H0229 H0186 J0131 K0003 P0024 Z0100
FR08208 	PATE DE CAMPAGNE OU PATE DE MENAGE 	PATE DE CAMPAGNE OU PATE DE MENAGE 	A0221 B1136 C0267 E0146 F0014 G0005 H0229 J0131 K0003 P0024 Z0100
FR08211 	PATE DE CAMPAGNE DIT "PATE FERMIER" 	PATE DE CAMPAGNE DIT "PATE FERMIER" 	A0221 B1136 C0267 E0146 F0014 G0005 H0229 J0131 K0003 P0024 Z0100
FR08212 	PATE DE LANGUE 	PATE DE LANGUE 	A0221 B1136 C0189 E0146 F0014 G0005 H0165 H0229 J0131 K0003 P0024 Z0100
FR08213 	PATE DE LANGUE ET SANG 	PATE DE LANGUE ET SANG 	A0221 B1136 C0189 E0146 F0014 G0005 H0229 J0131 K0003 P0024
FR08214 	PATE BRETON 	PATE BRETON 	A0221 B1136 C0267 E0146 F0014 G0005 H0212 H0262 H0229 J0131 K0004 P0024
FR08230 	PATE CUIT AU FOUR OU TERRINE OU PATE DE QUALITE SUPERIEURE 	PATE CUIT AU FOUR OU TERRINE OU PATE DE QUALITE SUPERIEURE 	A0221 B1136 C0268 E0146 F0014 G0031 H0165 H0229 J0131 K0004 P0024
FR08231 	TERRINE DE CAMPAGNE PUR PORC OU TERRINE DE MENAGE 	TERRINE DE CAMPAGNE PUR PORC OU TERRINE DE MENAGE 	A0221 B1136 C0268 E0146 F0014 G0031 H0165 H0229 J0131 K0004 P0024
FR08232 	TERRINE DE CANARD 	TERRINE DE CANARD 	A0221 B1136 C0268 E0146 F0014 G0031 H0262 H0171 H0229 H0186 J0131 K0003 P0024 Z0100
FR08233 	TERRINE DE CANARD A L'ARMAGNAC 	TERRINE DE CANARD A L'ARMAGNAC 	A0221 B1136 C0268 E0146 F0014 G0031 H0262 H0171 H0160 H0186 H0229 J0131 K0003 P0024 Z0100
FR08234 	TERRINE DE FOIE PUR PORC 	TERRINE DE FOIE PUR PORC 	A0221 B1136 C0176 E0146 F0014 G0031 H0186 H0229 H0191 H0152 J0131 K0003 P0024 Z0098
FR08235 	TERRINE DE FOIE AU VIN DE PORTO 	TERRINE DE FOIE AU VIN DE PORTO 	A0221 B1136 C0176 E0146 F0014 G0031 H0229 H0191 H0152 H0186 J0131 K0003 P0024 Z0098
FR08236 	PATE DE VOLAILLE AVEC 15% DE VOLAILLE 	PATE DE VOLAILLE AVEC 15% DE VOLAILLE 	A0221 B1136 C0268 E0146 F0014 G0031 H0262 H0171 H0191 H0186 H0229 H0146 J0131 K0003 P0024 Z0100
FR08237 	TERRINE DE VOLLAILE OU PATE DE VOLAILLE SUPERIEUR 	TERRINE DE VOLLAILE OU PATE DE VOLAILLE SUPERIEUR 	A0221 B1136 C0268 E0146 F0014 G0031 H0171 H0191 H0186 H0262 H0146 H0229 J0131 K0003 P0024 Z0100
FR08240 	PATE DE LAPIN 	PATE DE LAPIN 	A0221 B1136 C0268 E0146 F0014 G0005 H0186 H0191 H0262 H0229 J0131 K0003 P0024 Z0100
FR08242 	TERRINE DE LAPIN OU PATE DE LAPIN SUPERIEUR 	TERRINE DE LAPIN OU PATE DE LAPIN SUPERIEUR 	A0221 B1136 C0268 E0146 F0014 G0031 H0229 H0262 H0186 H0191 J0131 K0003 P0024 Z0100
FR08245 	PATE DE GIBIER AVEC 20% DE VIANDE DE GIBIER 	PATE DE GIBIER AVEC 20% DE VIANDE DE GIBIER 	A0221 B1136 C0268 E0146 F0014 G0005 H0171 H0229 J0131 K0003 P0024 Z0100
FR08250 	PATE FORESTIER AUX CHAMPIGNONS 	PATE FORESTIER AUX CHAMPIGNONS 	A0221 B1136 C0268 E0146 F0014 G0031 H0165 H0166 H0229 J0131 K0003 P0024 Z0100
FR08252 	PATE AUX MORILLES 	PATE AUX MORILLES 	A0221 B1136 C0268 E0146 F0014 G0005 H0165 H0166 H0229 J0131 K0003 P0024
FR08255 	PATE DE CHARTRES 	PATE DE CHARTRES 	A0221 B1136 C0268 E0146 F0014 G0005 H0146 H0307 H0171 H0165 H0160 H0166 H0184 H0186 H0229 J0131 K0003 P0024 Z0100
FR08260 	PATE DE PERIGUEUX 	PATE DE PERIGUEUX 	A0221 B1563 C0176 E0146 G0005 H0191 H0229 H0166 H0160 H0186 J0131 K0003 P0024 Z0100
FR08265 	PATE DE CANARD D'AMIENS DIT "PATE D'AMIENS" 	PATE DE CANARD D'AMIENS DIT "PATE D'AMIENS" 	A0221 B1316 C0268 E0146 F0014 G0005 H0184 H0262 H0186 H0166 H0229 H0191 J0131 K0003 P0024 Z0100
FR08270 	FAGOT CHARENTAIS 	FAGOT CHARENTAIS 	A0221 B1136 C0176 E0105 F0014 G0025 H0229 H0262 J0131 K0003 P0024
FR08272 	ATTEREAU DE BOURGOGNE 	ATTEREAU DE BOURGOGNE 	A0221 B1136 C0268 E0105 F0014 G0004 H0229 H0262 J0131 K0003 P0024
FR08274 	FRICANDEAU 	FRICANDEAU 	A0221 B1136 C0268 E0105 F0014 G0004 H0262 H0229 J0131 K0003 P0024
FR08276 	ATTIGNOLE 	ATTIGNOLE 	A0221 B1136 C0267 E0105 F0014 G0004 H0262 H0307 H0229 H0165 J0131 K0003 P0024
