FOODID	ORIGFDNM	ENGFDNAM	LANGUALCODES
FR24675 	JESUITE, PREPARATION ARTISANALE 	JESUITE, PREPARATION ARTISANALE 	B1421 C0208 E0105 F0014 G0005 H0158 H0205 H0221 H0185 H0177 H0184 H0353 J0003 K0003 P0024
FR24676 	PAPILLON, PREPARATION ARTISANALE 	PAPILLON, PREPARATION ARTISANALE 	B1421 C0208 E0105 F0014 G0005 H0158 H0360 H0221 J0003 K0003 P0024
FR24677 	ALLUMETTE, SANS SPECIFICATION, PREPARATION ARTISANALE 	ALLUMETTE, SANS SPECIFICATION, PREPARATION ARTISANALE 	B1421 C0208 E0105 F0014 G0005 H0221 H0158 H0177 J0003 K0003 P0024
FR25000 	BEIGNET, PREPARATION ARTISANALE 	BEIGNET, PREPARATION ARTISANALE 	A0248 B1201 C0235 E0105 F0014 G0029 H0152 H0186 H0158 H0263 J0003 K0003 P0024
FR28500 	COTE DE PORC DEMI-SEL 	COTE DE PORC DEMI-SEL 	A0279 B1136 C0175 E0150 F0003 G0003 H0173 J0001 K0003 P0024 Z0023
FR28505 	ECHINE DE PORC DEMI-SEL 	ECHINE DE PORC DEMI-SEL 	A0279 B1136 C0268 E0150 F0003 G0003 H0173 J0001 K0003 P0024 Z0021
FR28510 	EPAULE DE PORC DEMI-SEL 	EPAULE DE PORC DEMI-SEL 	A0279 B1136 C0268 E0150 F0003 G0003 H0173 J0001 K0003 P0024 Z0043
FR28515 	JAMBONNEAU DEMI-SEL 	JAMBONNEAU DEMI-SEL 	A0279 B1136 C0268 E0150 F0003 G0003 H0173 J0001 K0003 P0024 Z0024
FR28520 	JARROTIN DEMI-SEL 	JARROTIN DEMI-SEL 	A0279 B1136 C0268 E0150 F0003 G0003 H0173 J0001 K0003 P0024
FR28525 	LONGE DE PORC DEMI-SEL 	LONGE DE PORC DEMI-SEL 	A0279 B1136 C0268 E0150 F0003 G0003 H0173 J0001 K0003 P0024 Z0031
FR28530 	OREILLE DE PORC DEMI-SEL 	OREILLE DE PORC DEMI-SEL 	A0279 B1136 C0268 E0150 F0003 G0003 H0173 J0001 K0003 P0024
FR28535 	PALETTE DE PORC DEMI-SEL 	PALETTE DE PORC DEMI-SEL 	A0279 B1136 C0268 E0150 F0003 G0003 H0173 J0001 K0003 P0024
FR28540 	PIED DE PORC DEMI-SEL 	PIED DE PORC DEMI-SEL 	A0279 B1136 C0268 E0150 F0003 G0003 H0173 J0001 K0003 P0024 Z0041
FR28545 	PLAT DE COTE DE PORC DEMI-SEL 	PLAT DE COTE DE PORC DEMI-SEL 	A0279 B1136 C0268 E0150 F0003 G0003 H0173 J0001 K0003 P0024 Z0028
FR28550 	POITRINE DE PORC DEMI-SEL 	POITRINE DE PORC DEMI-SEL 	A0279 B1136 C0268 E0150 F0003 G0003 H0173 J0001 K0003 P0024 Z0063
FR28555 	QUASI DE PORC DEMI-SEL 	QUASI DE PORC DEMI-SEL 	A0279 B1136 C0268 E0150 F0003 G0003 H0173 J0001 K0003 P0024
FR28560 	QUEUE DE PORC DEMI-SEL 	QUEUE DE PORC DEMI-SEL 	A0279 B1136 C0268 E0150 F0003 G0003 H0173 J0001 K0003 P0024
FR28565 	TRAVERS DE PORC DEMI-SEL 	TRAVERS DE PORC DEMI-SEL 	A0279 B1136 C0268 E0150 F0003 G0003 H0173 J0001 K0003 P0024 Z0046
FR28570 	TETE DE PORC DEMI-SEL 	TETE DE PORC DEMI-SEL 	A0279 B1136 C0268 E0150 F0003 G0003 H0173 J0001 K0003 P0024
FR28600 	ROTI SAUMURE, CRU 	ROTI SAUMURE, CRU 	A0279 B1136 C0268 E0147 F0003 G0003 H0173 J0001 K0003 P0024
FR28700 	JAMBON DE PORC A CUIRE OU JAMBON A ROTIR 	JAMBON DE PORC A CUIRE OU JAMBON A ROTIR 	A0279 B1136 C0269 E0131 F0003 G0003 H0173 H0253 J0108 K0003 P0024
FR28705 	NOIX DE PORC A CUIRE OU NOIX A ROTIR 	NOIX DE PORC A CUIRE OU NOIX A ROTIR 	A0279 B1136 C0269 E0131 F0003 G0003 H0253 H0173 J0108 K0003 P0024
FR28710 	JAMBON DE MAYENCE 	JAMBON DE MAYENCE 	A0279 B1136 C0269 E0131 F0003 G0003 H0118 H0160 H0253 H0173 J0108 K0003 P0024
FR28720 	POITRINE DE PORC FUMEE 	POITRINE DE PORC FUMEE 	A0279 B1136 C0269 E0150 F0003 G0003 H0118 H0253 H0173 J0108 K0003 P0024 Z0020
FR28721 	ECHINE DE PORC FUMEE 	ECHINE DE PORC FUMEE 	A0279 B1136 C0269 E0150 F0003 G0003 H0253 H0173 H0118 J0108 K0003 P0024
FR28722 	PALETTE DE PORC FUMEE 	PALETTE DE PORC FUMEE 	A0279 B1136 C0269 E0150 F0003 G0003 H0253 H0118 H0173 J0108 K0003 P0024 Z0043
FR28725 	BACON OU FILET DE BACON 	BACON OU FILET DE BACON 	A0279 B1136 C0270 E0150 F0003 G0003 H0253 H0173 H0118 H0161 J0108 K0003 P0024 Z0031
FR28726 	FILET DE PORC DIT "DE SAXE" 	FILET DE PORC DIT "DE SAXE" 	A0279 B1136 C0270 E0150 F0003 G0003 H0118 H0253 H0173 J0108 K0003 P0024 Z0095 Z0031
FR28800 	JAMBON SEC, SANS SPECIFICATION 	JAMBON SEC, SANS SPECIFICATION 	A0279 B1136 C0268 E0150 F0003 G0003 H0138 H0173 H0253 J0116 K0003 P0024 Z0024
FR28805 	JAMBON SEC DE MONTAGNE OU JAMBON DE PAYS 	JAMBON SEC DE MONTAGNE OU JAMBON DE PAYS 	A0279 B1136 C0268 E0150 F0003 G0003 H0173 H0138 J0116 K0003 P0024 Z0024
FR28811 	JAMBON SEC DE BAYONNE 	JAMBON SEC DE BAYONNE 	A0279 B1136 C0268 E0150 F0003 G0003 H0173 H0138 H0253 J0116 K0003 P0024 Z0024
FR28820 	JAMBON SEC FUME D'AUVERGNE 	JAMBON SEC FUME D'AUVERGNE 	A0279 B1136 C0268 E0150 F0003 G0003 H0172 H0138 H0173 H0253 J0116 K0003 P0024 Z0024
FR28826 	JAMBON SEC DES ALPES 	JAMBON SEC DES ALPES 	A0279 B1136 C0268 E0150 F0003 G0003 H0138 H0173 H0253 J0116 K0003 P0024 Z0024
FR28828 	JAMBON SEC DU MORVAN 	JAMBON SEC DU MORVAN 	A0279 B1136 C0268 E0150 F0003 G0003 H0173 H0253 H0138 J0116 K0003 P0024 Z0024
FR28830 	JAMBON SEC DE SAVOIE 	JAMBON SEC DE SAVOIE 	A0279 B1136 C0268 E0150 F0003 G0003 H0173 H0253 H0138 J0116 K0003 P0024 Z0024
FR28832 	JAMBON SEC DES ARDENNES 	JAMBON SEC DES ARDENNES 	A0279 B1136 C0268 E0150 F0003 G0003 H0173 H0138 H0253 J0116 K0003 P0024 Z0024
FR28834 	JAMBON SEC DE LACAUNE 	JAMBON SEC DE LACAUNE 	A0279 B1136 C0268 E0150 F0003 G0003 H0138 H0173 H0292 J0116 K0003 P0024 Z0024
FR28840 	JAMBON SEC DE WESTPHALIE 	JAMBON SEC DE WESTPHALIE 	A0279 B1136 C0268 E0150 F0003 G0003 H0110 H0253 H0173 H0138 J0116 K0003 P0024 Z0024
FR28842 	JAMBON SEC D'ARDENNE 	JAMBON SEC D'ARDENNE 	A0279 B1136 C0268 E0150 F0003 G0003 H0110 H0253 H0138 H0173 J0116 K0003 P0024 Z0024
FR28844 	JAMBON SEC DE PARME DIT "PROSCIUTTO DE PARMA" 	JAMBON SEC DE PARME DIT "PROSCIUTTO DE PARMA" 	A0279 B1136 C0268 E0150 F0003 G0003 H0138 H0173 H0293 J0116 K0003 P0024 Z0024 Z0087
FR28846 	JAMBON SEC DE SAN DANIELE 	JAMBON SEC DE SAN DANIELE 	A0279 B1136 C0268 E0150 F0003 G0003 H0173 H0138 H0253 J0116 K0003 P0024 Z0024
FR28850 	COPPA CRU, SEC 	COPPA CRU, SEC 	A0279 B1136 C0270 E0131 F0001 G0001 H0138 J0116 K0003 P0024 Z0095 Z0021
FR28852 	SPALLA SEC 	SPALLA SEC 	A0279 B1136 C0270 E0131 F0001 G0001 H0253 H0138 H0173 J0116 K0003 P0024 Z0043
FR28858 	PANCETTA OU POITRINE ROULEE, SEC 	PANCETTA OU POITRINE ROULEE, SEC 	A0279 B1136 C0268 E0131 F0003 G0003 H0138 H0173 H0253 J0116 K0003 P0024 Z0095 Z0020
FR28900 	JAMBON CUIT LABEL OU JAMBON SUPERIEUR 	JAMBON CUIT LABEL OU JAMBON SUPERIEUR 	A0279 B1136 C0270 E0131 F0014 G0012 H0253 J0108 K0003 P0024 Z0024
FR28901 	JAMBON SUPERIEUR DIT "TRAITEUR" COUENNE 	JAMBON SUPERIEUR DIT "TRAITEUR" COUENNE 	A0279 B1136 C0270 E0131 F0014 G0012 P0111 H0253 J0108 K0003 P0024 Z0024
FR28902 	JAMBON SUPERIEUR DIT "TRAITEUR" DECOUENNE 	JAMBON SUPERIEUR DIT "TRAITEUR" DECOUENNE 	A0279 B1136 C0270 E0131 F0014 G0012 H0253 J0108 K0003 P0024 Z0024
FR28904 	JAMBON AU TORCHON 	JAMBON AU TORCHON 	A0279 B1136 C0125 E0131 F0014 G0013 H0227 H0253 J0108 K0003 P0024 Z0024
FR28905 	JAMBON A L'OS BRAISE 	JAMBON A L'OS BRAISE 	A0279 B1136 C0175 E0131 F0014 G0012 H0253 H0227 J0108 K0003 P0024 Z0024
FR28910 	JAMBON CUIT DE PREMIER CHOIX 	JAMBON CUIT DE PREMIER CHOIX 	A0279 B1136 C0268 E0131 F0014 G0012 H0165 H0227 H0253 J0108 K0003 P0024 Z0024
FR28911 	EPAULE DE PORC PERMIER CHOIX CUITE 	EPAULE DE PORC PERMIER CHOIX CUITE 	A0279 B1136 C0270 E0131 F0014 G0012 H0227 H0253 H0165 J0108 K0003 P0024 Z0043
FR28912 	JAMBON DE PREMIER CHOIX, COUENNE 	JAMBON DE PREMIER CHOIX, COUENNE 	A0279 B1136 C0125 E0147 F0014 G0012 H0253 H0227 H0165 J0108 K0003 P0024 Z0024
FR28913 	JAMBON DE PREMIER CHOIX DECOUENNE DEGRAISSE 	JAMBON DE PREMIER CHOIX DECOUENNE DEGRAISSE 	A0279 B1136 C0270 E0131 F0014 G0012 H0227 H0253 H0165 H0247 J0108 K0003 P0024 Z0024
FR28914 	JAMBON CUIT DIT DE "MAISON" 	JAMBON CUIT DIT DE "MAISON" 	A0279 B1136 C0125 E0131 F0014 G0012 H0150 H0253 H0227 J0108 K0003 P0024 Z0024
FR28915 	JAMBON CUIT BRUNI 	JAMBON CUIT BRUNI 	A0279 B1136 C0125 E0131 F0014 G0012 H0150 H0253 H0227 J0108 K0003 P0024 Z0024
FR28916 	JAMBON CUIT 	JAMBON CUIT 	A0279 B1136 C0125 E0131 F0014 G0012 H0253 H0227 J0108 K0003 P0024 Z0024
FR28917 	ROND DE JAMBON, CUIT 	ROND DE JAMBON, CUIT 	A0279 B1136 C0268 E0131 F0014 G0012 H0227 H0253 J0108 K0003 P0024 Z0024
FR28918 	EPAULE DE PORC CUITE 	EPAULE DE PORC CUITE 	A0279 B1136 C0268 E0131 F0014 G0012 H0253 H0227 H0165 J0108 K0003 P0024 Z0043
FR28920 	JAMBON STANDARD DE HOLLANDE, CUIT 	JAMBON STANDARD DE HOLLANDE, CUIT 	A0279 B1136 C0268 E0131 F0014 G0012 H0165 H0253 H0227 J0108 K0003 P0024 Z0024
FR28921 	EPAULE DE PORC STANDARD DE HOLLANDE, CUIT 	EPAULE DE PORC STANDARD DE HOLLANDE, CUIT 	A0279 B1136 C0268 E0131 F0014 G0012 H0227 H0165 H0253 J0108 K0003 P0024 Z0043
FR28922 	EPAULE DE PORC CUITE DE BELGIQUI 	EPAULE DE PORC CUITE DE BELGIQUI 	A0279 B1136 C0268 E0131 F0014 G0012 H0253 H0227 H0165 J0108 K0003 P0024 Z0043
FR28923 	EPAULE DE PORC STANDARD, COUENNE CUIT 	EPAULE DE PORC STANDARD, COUENNE CUIT 	A0279 B1136 C0125 E0131 F0014 G0012 H0253 H0227 H0165 J0108 K0003 P0024 Z0043
FR28924 	EPAULE DE PORC STANDARD, DEGRAISSEE DECOUENNEE, CUITE 	EPAULE DE PORC STANDARD, DEGRAISSEE DECOUENNEE, CUITE 	A0279 B1136 C0270 E0131 F0014 G0012 H0165 H0247 H0227 H0253 J0108 K0003 P0024 Z0043
FR28925 	JAMBON CUIT DIT "DD" DECOUENNE DEGRAISSE 	JAMBON CUIT DIT "DD" DECOUENNE DEGRAISSE 	A0279 B1136 C0270 E0131 F0014 G0012 H0227 H0247 H0253 H0165 J0108 K0003 P0024 Z0024
FR28930 	JAMBON A <0.12% DE SEL, DIT "DE REGIME" 	JAMBON A <0.12% DE SEL, DIT "DE REGIME" 	A0279 B1136 C0125 E0131 F0014 G0012 H0227 H0253 H0165 J0108 K0003 P0038 P0078 P0024 Z0024
FR28931 	JAMBON A <0.04% DE SEL, DIT "DE REGIME" 	JAMBON A <0.04% DE SEL, DIT "DE REGIME" 	A0279 B1136 C0268 E0131 F0014 G0012 H0227 H0253 H0165 J0108 K0003 P0037 P0078 P0024 Z0024
FR28932 	EPAULE DE PORC CUITE A <0.12% DE SEL, DITE "DE REGIME" 	EPAULE DE PORC CUITE A <0.12% DE SEL, DITE "DE REGIME" 	A0279 B1136 C0268 E0131 F0014 G0012 H0253 H0227 H0165 J0108 K0003 P0038 P0078 P0024 Z0043
FR28933 	EPAULE DE PORC CUITE A <0.04% DE SEL, DITE "DE REGIME" 	EPAULE DE PORC CUITE A <0.04% DE SEL, DITE "DE REGIME" 	A0279 B1136 C0268 E0131 F0014 G0012 H0165 H0253 H0227 J0108 K0003 P0037 P0078 P0024 Z0043
FR28950 	JAMBON DE YORK CUIT A L'OS 	JAMBON DE YORK CUIT A L'OS 	A0279 B1136 C0175 E0150 F0014 G0013 H0253 H0118 J0108 K0003 P0024 Z0024
FR28956 	JAMBON DE PRAGUE, CUIT A L'OS 	JAMBON DE PRAGUE, CUIT A L'OS 	A0279 B1136 C0175 E0150 F0014 G0013 H0136 H0118 H0253 J0108 K0003 P0024 Z0024
FR28960 	JAMBONNEAU CUIT 	JAMBONNEAU CUIT 	A0279 B1136 C0125 E0131 F0014 G0001 H0165 H0253 H0233 H0227 H0188 J0108 K0003 P0024
FR28975 	ROTI DE PORC SAUMURE, CUIT 	ROTI DE PORC SAUMURE, CUIT 	A0279 B1136 C0268 E0131 F0014 G0001 H0253 H0227 J0108 K0003 P0024
FR28980 	CASSLER DIT "KASSLER D'ALSACE" 	CASSLER DIT "KASSLER D'ALSACE" 	A0279 B1136 C0268 E0147 F0014 G0001 H0229 H0118 J0108 K0003 P0024 Z0023
FR28982 	JAMBON DE REIMS 	JAMBON DE REIMS 	A0279 B1136 C0270 E0131 F0014 G0012 H0188 H0253 H0227 H0165 H0233 J0108 K0003 P0024 Z0024 Z0100
FR28984 	JAMBON PERSILLE DIT "DE BOURGOGNE" OU "DU MORVAN" 	JAMBON PERSILLE DIT "DE BOURGOGNE" OU "DU MORVAN" 	A0279 B1136 C0268 E0147 F0014 G0012 H0253 H0227 H0212 H0160 H0165 J0108 K0003 P0024
FR28986 	JAMBONNETTE 	JAMBONNETTE 	A0279 B1136 C0268 E0147 F0014 G0001 H0186 H0160 H0227 H0253 H0262 J0108 K0003 P0024 Z0094 Z0047 Z0100
FR30000 	CREPINETTE CRUE 	CREPINETTE CRUE 	A0221 B1134 C0269 E0105 F0003 G0003 H0262 H0229 J0131 K0003 P0024 Z0096 Z0099
FR30005 	CHIPOLATA OU SAUCISSE LONGUE, CRU 	CHIPOLATA OU SAUCISSE LONGUE, CRU 	A0221 B1134 C0269 E0105 F0003 G0003 H0229 H0262 J0131 K0003 P0024 Z0094 Z0099
FR30010 	SAUCISSE DE TOULOUSE PUR PORC, CRU 	SAUCISSE DE TOULOUSE PUR PORC, CRU 	A0221 B1136 C0269 E0105 F0003 G0003 H0262 H0229 J0131 K0003 P0024 Z0094 Z0100
FR30020 	SAUCISSE AU VIN BLANC, CRU 	SAUCISSE AU VIN BLANC, CRU 	A0221 B1136 C0269 E0105 F0003 G0003 H0212 H0160 H0186 H0229 J0131 K0003 P0024 Z0100 Z0094
FR30024 	SAUCISSE BLANCHE, CRU 	SAUCISSE BLANCHE, CRU 	A0221 B1136 C0269 E0105 F0003 G0003 H0184 H0229 H0262 J0131 K0003 P0024 Z0098 Z0094
FR30025 	SAUCISSE A FRIRE PAYSANNE 	SAUCISSE A FRIRE PAYSANNE 	A0221 B1136 C0269 E0105 F0003 G0003 H0229 H0212 H0262 J0131 K0003 P0024 Z0094 Z0100
FR30030 	PAUPIETTE, CRUE 	PAUPIETTE, CRUE 	A0221 B1297 C0270 E0151 F0003 G0003 H0207 H0262 H0229 H0191 J0131 K0003 P0024 Z0096
FR30041 	POITRINE DE VEAU FARCIE, CRUE 	POITRINE DE VEAU FARCIE, CRUE 	A0221 B2242 C0270 E0105 F0003 G0003 H0191 H0262 H0229 H0207 J0131 K0003 P0024 Z0096
FR30050 	CHAIR A SAUCISSE, SANS SPECIFICATION 	CHAIR A SAUCISSE, SANS SPECIFICATION 	A0221 B1134 C0269 E0134 F0003 G0003 H0229 H0262 J0131 K0003 P0024 Z0099 Z0096
FR30051 	CHAIR A SAUCISSE PUR PORC 	CHAIR A SAUCISSE PUR PORC 	A0221 B1136 C0269 E0134 F0003 G0003 H0262 H0229 J0131 K0003 P0024 Z0099 Z0096
FR30052 	CHAIR A SAUCISSE PORC ET BOEUF 	CHAIR A SAUCISSE PORC ET BOEUF 	A0221 B1105 C0269 E0134 F0003 G0003 H0229 H0262 J0131 K0003 P0024 Z0099 Z0096
FR30055 	CHAIR A SAUCISSE POUR MERGUEZ 	CHAIR A SAUCISSE POUR MERGUEZ 	A0221 B1134 C0269 E0134 F0003 G0003 H0229 H0262 J0131 K0003 P0024 Z0099 Z0096
FR30100 	SAUCISSE A CUIRE ETUVEE, DIT "DE MENAGE" 	SAUCISSE A CUIRE ETUVEE, DIT "DE MENAGE" 	A0221 B1134 C0269 E0105 F0003 G0003 H0229 H0262 J0145 K0003 P0024 Z0094 Z0100
FR30101 	SAUCISSE A CUIRE ETUVEE, PUR PORC 	SAUCISSE A CUIRE ETUVEE, PUR PORC 	A0221 B1136 C0269 E0105 F0003 G0003 H0229 H0262 J0145 K0003 P0024 Z0094 Z0100
FR30102 	SAUCISSE A CUIRE ETUVEE FUMEE 	SAUCISSE A CUIRE ETUVEE FUMEE 	A0221 B1134 C0269 E0105 F0003 G0003 H0262 H0229 H0172 J0106 K0003 P0024 Z0094 Z0100
FR30103 	SAUCISSE BLANCHE CRUE ETUVEE, A ROTIR OU A FRIRE, DIT "BROTWURST" 	SAUCISSE BLANCHE CRUE ETUVEE, A ROTIR OU A FRIRE, DIT "BROTWURST" 	A0221 B2242 C0269 E0105 F0003 G0003 H0262 H0172 H0184 H0306 H0229 J0145 K0003 P0024 Z0094 Z0098
FR30104 	SAUCISSE DE MORTEAUX 	SAUCISSE DE MORTEAUX 	A0221 B1136 C0269 E0105 F0003 G0003 H0229 H0262 H0118 J0106 K0003 P0024 Z0094 Z0099
FR30105 	SAUCISSE DE MONTBELIARD 	SAUCISSE DE MONTBELIARD 	A0221 B1136 C0269 E0105 F0003 G0003 H0229 H0262 H0118 J0106 K0003 P0024 Z0094 Z0099
FR30106 	SAUCISSE A ROTIR, ETUVEE 	SAUCISSE A ROTIR, ETUVEE 	A0221 B1134 C0269 E0105 F0003 G0003 H0229 H0262 J0145 K0003 P0024 Z0094
FR30110 	SAUCISSE DE TOULOUSE, ETUVEE 	SAUCISSE DE TOULOUSE, ETUVEE 	A0221 B1136 C0269 E0105 F0003 G0003 H0229 H0262 J0145 K0003 P0024 Z0094 Z0100
FR30115 	CHIPOLATA ETUVE, A CUIRE 	CHIPOLATA ETUVE, A CUIRE 	A0221 B1134 C0269 E0105 F0003 G0003 H0229 H0262 J0145 K0003 P0024 Z0099 Z0094
FR30118 	SAUCISSE SUISSE ETUVEE, A CUIRE 	SAUCISSE SUISSE ETUVEE, A CUIRE 	A0221 B1134 C0269 E0105 F0003 G0003 H0229 H0262 J0145 K0003 P0024 Z0094
FR30120 	CERVELAS DE LYON, A CUIRE 	CERVELAS DE LYON, A CUIRE 	A0221 B1136 C0269 E0105 F0003 G0003 H0229 H0166 H0160 H0262 J0131 K0003 P0024 Z0100 Z0094
FR30125 	GENDARME DIT "CHASSEUR" OU "LANDJAGER" 	GENDARME DIT "CHASSEUR" OU "LANDJAGER" 	A0221 B1161 C0269 E0105 F0003 G0003 H0229 H0138 H0262 H0118 J0145 K0003 P0024 Z0094 Z0099
FR30128 	SAUCISSE OU SAUCISSON DE LORRAINE, ETUVE 	SAUCISSE OU SAUCISSON DE LORRAINE, ETUVE 	A0221 B1161 C0269 E0105 F0003 G0003 H0229 H0262 J0131 K0003 P0024 Z0094 Z0098
FR30134 	SAUCISSE DE FRANCFORT SANS PRECISIONS, PARTIELLEMENT CUITE 	SAUCISSE DE FRANCFORT SANS PRECISIONS, PARTIELLEMENT CUITE 	A0221 B1136 C0269 E0105 F0018 G0001 H0229 H0262 J0131 K0003 P0024 Z0098 Z0094
FR30135 	SAUCISSE DE FRANCFORT OU PETIT PROFESSEUR, CRUE ETUVE 	SAUCISSE DE FRANCFORT OU PETIT PROFESSEUR, CRUE ETUVE 	A0221 B1136 C0269 E0105 F0003 G0003 H0118 H0229 H0262 J0131 K0003 P0024 Z0098 Z0094
FR30140 	SAUCISSE A TARTINER, ETUVEE, SANS SPECIFICATION 	SAUCISSE A TARTINER, ETUVEE, SANS SPECIFICATION 	A0221 B1105 C0253 E0105 F0003 G0003 H0229 H0191 J0131 K0003 P0024 Z0093 Z0098
FR30141 	SAUCISSE A TARTINER DIT "TARTINETTE" OU "WEICHE METTWURST" 	SAUCISSE A TARTINER DIT "TARTINETTE" OU "WEICHE METTWURST" 	A0221 B1161 C0269 E0105 F0003 G0003 H0172 H0229 H0262 J0131 K0003 P0024 Z0098 Z0093
FR30142 	SOBRESSADE OU SAUCISSE A TARTINER ESPAGNOLE 	SOBRESSADE OU SAUCISSE A TARTINER ESPAGNOLE 	A0221 B1136 C0269 E0105 F0003 G0003 H0229 H0262 H0150 J0131 K0003 P0024 Z0098 Z0095
FR30144 	SAUCISSE A TARTINER DIT "LONGANIZA" OU "LONGANISSA" 	SAUCISSE A TARTINER DIT "LONGANIZA" OU "LONGANISSA" 	A0221 B1136 C0269 E0105 F0003 G0003 H0138 H0262 H0172 H0229 J0131 K0003 P0024 Z0099 Z0094
FR30150 	MERGUEZ OU MERGUES, SANS AUTRE PRECISION, ETUVE, A CUIRE 	MERGUEZ OU MERGUES, SANS AUTRE PRECISION, ETUVE, A CUIRE 	A0221 B1134 C0269 E0105 F0003 G0003 H0262 H0151 J0131 K0003 P0024 Z0099 Z0094
FR30151 	MERGUEZ OU MERGUES DE QUALITE SUPERIEURE, ETUVE, A CUIRE 	MERGUEZ OU MERGUES DE QUALITE SUPERIEURE, ETUVE, A CUIRE 	A0221 B2244 C0269 E0105 F0003 G0003 H0151 H0262 J0131 K0003 P0024 Z0099 Z0094
FR30152 	MERGUES PUR BOEUF, ETUVE 	MERGUES PUR BOEUF, ETUVE 	A0221 B1161 C0269 E0105 F0003 G0003 H0262 H0151 J0131 K0003 P0024 Z0094 Z0099
FR30153 	MERGUES PORC ET BOEUF, ETUVE 	MERGUES PORC ET BOEUF, ETUVE 	A0221 B1105 C0269 E0105 F0003 G0003 H0151 H0262 J0131 K0003 P0024 Z0094 Z0099
FR30154 	MERGUES AU BOEUF, MOUTON ET PORC MELANGES, ETUVE 	MERGUES AU BOEUF, MOUTON ET PORC MELANGES, ETUVE 	A0221 B2243 C0269 E0105 F0003 G0003 H0151 H0262 J0131 K0003 P0024 Z0099 Z0094
FR30172 	SAUCISSE OU SAUCISSON DE COUENNE 	SAUCISSE OU SAUCISSON DE COUENNE 	A0221 B1136 C0193 E0105 F0003 G0003 H0229 H0191 H0262 J0131 K0003 P0024 Z0094
FR30174 	FIGATELLE OU FICATELLE, ETUVE 	FIGATELLE OU FICATELLE, ETUVE 	A0221 B1136 C0176 E0105 F0003 G0003 H0160 H0229 H0191 H0138 H0172 H0262 J0131 K0003 P0024 Z0094 Z0099
FR30176 	SAUCISSE DE FOIE, ETUVEE 	SAUCISSE DE FOIE, ETUVEE 	A0221 B1136 C0176 E0105 F0003 G0003 H0262 H0191 H0229 H0138 J0131 K0003 P0024 Z0094 Z0099
FR30300 	SAUCISSON SEC MATURE, SECHE, SANS SPECIFICATION 	SAUCISSON SEC MATURE, SECHE, SANS SPECIFICATION 	A0221 B1297 C0269 E0105 F0003 G0003 H0262 H0229 H0138 J0116 K0003 P0024 Z0095 Z0100
FR30301 	SAUCISSON SEC PUR PORC 	SAUCISSON SEC PUR PORC 	A0221 B1136 C0269 E0105 F0003 G0003 H0262 H0253 H0229 H0138 J0116 K0003 P0024 Z0095 Z0100
FR30302 	SAUCISSON SEC PUR PORC DE QUALITE SUPERIEURE 	SAUCISSON SEC PUR PORC DE QUALITE SUPERIEURE 	A0221 B1136 C0269 E0105 F0003 G0003 H0253 H0229 H0262 H0138 J0116 K0003 P0024 Z0095 Z0100
FR30303 	SAUCISSON SEC PORC ET BOEUF 	SAUCISSON SEC PORC ET BOEUF 	A0221 B1105 C0269 E0105 F0003 G0003 H0229 H0262 H0253 H0138 J0116 K0003 P0024 Z0095 Z0100
FR30304 	ROSETTE OU FUSEAU 	ROSETTE OU FUSEAU 	A0221 B1136 C0269 E0105 F0003 G0003 H0262 H0138 H0253 H0229 J0116 K0003 P0024 Z0100 Z0094
FR30305 	JESUS, PUR PORC 	JESUS, PUR PORC 	A0221 B1136 C0268 E0146 F0003 G0003 H0253 H0138 H0262 H0229 J0116 K0003 P0024 Z0100 Z0095
FR30306 	JESUS, PORC ET BOEUF 	JESUS, PORC ET BOEUF 	A0221 B1105 C0268 E0146 F0003 G0003 H0253 H0229 H0262 H0138 J0116 K0003 P0024 Z0100 Z0095
FR30307 	SAUCISSON SEC DE LYON, AU PORC ET AU BOEUF 	SAUCISSON SEC DE LYON, AU PORC ET AU BOEUF 	A0221 B1105 C0269 E0105 F0003 G0003 H0138 H0262 H0229 H0253 J0116 K0003 P0024 Z0100 Z0095
FR30308 	SAUCISSON SEC DE LYON, PUR PORC 	SAUCISSON SEC DE LYON, PUR PORC 	A0221 B1136 C0269 E0105 F0003 G0003 H0253 H0229 H0262 H0138 J0116 K0003 P0024 Z0100 Z0095
FR30309 	SAUCISSE MI-SECHE DIT "SAUCISSE DE MONTAGNE" 	SAUCISSE MI-SECHE DIT "SAUCISSE DE MONTAGNE" 	A0221 B1136 C0269 E0105 F0003 G0003 H0262 H0229 H0138 H0253 J0116 K0003 P0024 Z0094 Z0100
FR30313 	SAUCISSON NAPOLITAIN 	SAUCISSON NAPOLITAIN 	A0221 B1136 C0269 E0105 F0003 G0003 H0138 H0253 H0229 H0262 J0116 K0003 P0024 Z0095
FR30315 	CHORIZO SEC 	CHORIZO SEC 	A0221 B1105 C0269 E0105 F0003 G0003 H0262 H0172 H0151 H0160 H0253 H0138 J0116 K0003 P0024 Z0094 Z0099
FR30320 	SAUCISSON SEC DE MENAGE 	SAUCISSON SEC DE MENAGE 	A0221 B1136 C0269 E0105 F0003 G0003 H0253 H0262 H0138 H0229 J0116 K0003 P0024 Z0094 Z0099
FR30323 	SAUCISSON SEC DE CAMPAGNE 	SAUCISSON SEC DE CAMPAGNE 	A0221 B1136 C0269 E0105 F0003 G0003 H0262 H0253 H0138 H0229 J0116 K0003 P0024 Z0094 Z0100
