FOODID	ORIGFDNM	ENGFDNAM	LANGUALCODES
05932 	FRUIT PUNCH 	FRUIT PUNCH 	A0112 B1012 C0108 E0123 F0022 G0003 H0147 H0148 H0200 H0227 H0150 J0001 K0003 M0001 N0001 P0024
05944 	FRUITS SODA, CANNED 	FRUITS SODA, CANNED 	A0241 B1217 C0005 E0123 F0001 G0003 H0109 H0227 H0150 H0136 H0200 J0001 K0003 M0001 N0001 P0024
05945 	FRUIT DRINK, CANNED 	FRUIT DRINK, CANNED 	A0112 B1012 C0108 E0123 F0014 G0003 H0147 H0148 H0200 H0227 H0150 J0123 K0003 M0194 N0001 P0024
05947 	APPLE DRINK, CANNED 	APPLE DRINK, CANNED 	A0112 B1012 C0108 E0123 F0014 G0003 H0148 H0200 H0150 H0227 J0123 K0003 M0194 N0001 P0024
05948 	ORANGE NECTAR, CANNED 	ORANGE NECTAR, CANNED 	A0196 B1339 C0140 E0121 F0014 G0003 H0148 H0136 J0123 K0003 M0194 N0001 P0024
05950 	BABY FOOD, CANNED 	BABY FOOD, CANNED 	A0001 B0001 C0001 E0001 F0014 G0003 H0001 J0123 K0003 M0194 N0001 P0020
05951 	BABY FOOD, DRIED 	BABY FOOD, DRIED 	A0001 B0001 C0001 E0151 F0001 G0003 H0138 J0116 K0003 M0001 N0001 P0020
06000 	BABY FOOD, PUREE 	BABY FOOD, PUREE 	A0001 B0001 C0001 E0135 F0001 G0003 H0001 J0001 K0003 M0001 N0001 P0020
06001 	APPLE CHERRY JUICE, CANNED 	APPLE CHERRY JUICE, CANNED 	A0127 B1245 C0140 E0109 F0014 G0003 H0147 J0123 K0003 M0194 N0001 P0024
06002 	APPLE GRAPE JUICE, CANNED 	APPLE GRAPE JUICE, CANNED 	A0127 B1245 C0140 E0109 F0014 G0003 H0147 J0123 K0003 M0194 N0001 P0024
06003 	APPLE PEACH JUICE, CANNED 	APPLE PEACH JUICE, CANNED 	A0127 B1245 C0140 E0109 F0014 G0003 H0147 J0123 K0003 M0194 N0001 P0024
06004 	APPLE ORANGE JUICE, CANNED 	APPLE ORANGE JUICE, CANNED 	A0127 B1245 C0140 E0109 F0014 G0003 H0147 J0123 K0003 M0194 N0001 P0024
06005 	ORANGE APRICOT JUICE, CANNED 	ORANGE APRICOT JUICE, CANNED 	A0127 B1709 C0140 E0114 F0014 G0003 H0001 J0123 K0003 M0194 N0001 P0024
06006 	ORANGE PINEAPPLE JUICE, CANNED 	ORANGE PINEAPPLE JUICE, CANNED 	A0127 B1631 C0140 E0114 F0014 G0003 H0001 J0123 K0003 M0194 N0001 P0024
06007 	PINEAPPLE GRAPEFRUIT JUICE, CANNED 	PINEAPPLE GRAPEFRUIT JUICE, CANNED 	A0127 B1246 C0138 E0114 F0014 G0003 H0001 J0123 K0003 M0194 N0001 P0024
06008 	INFANT FORMULA, CANNED 	INFANT FORMULA, CANNED 	A0274 B1201 C0235 E0123 F0014 G0003 H0194 H0157 H0263 H0159 H0163 J0123 K0003 M0194 N0001 P0020
06009 	APPLE PLUM JUICE, CANNED 	APPLE PLUM JUICE, CANNED 	A0127 B1245 C0140 E0109 F0014 G0003 H0147 J0123 K0003 M0194 N0001 P0024
06010 	ORANGE, APPLE AND BANANA JUICE, CANNED 	ORANGE, APPLE AND BANANA JUICE, CANNED 	A0127 B1339 C0140 E0123 F0014 G0003 H0147 J0123 K0003 M0194 N0001 P0024
06011 	APPLE PINEAPPLE JUICE, CANNED 	APPLE PINEAPPLE JUICE, CANNED 	A0127 B1245 C0140 E0109 F0014 G0003 H0147 J0123 K0003 M0194 N0001 P0024
06012 	APPLE PRUNE JUICE, CANNED 	APPLE PRUNE JUICE, CANNED 	A0127 B1245 C0140 E0109 F0014 G0003 H0147 J0123 K0003 M0194 N0001 P0024
06013 	PRUNE ORANGE JUICE, CANNED 	PRUNE ORANGE JUICE, CANNED 	A0127 B1207 C0140 E0114 F0014 G0003 H0147 J0123 K0003 M0194 N0001 P0024
06020 	MIXED FRUIT JUICES, CANNED 	MIXED FRUIT JUICES, CANNED 	A0127 B1140 C0167 E0123 F0014 G0003 H0147 J0123 K0003 M0194 N0001 P0024
06371 	COCOA LIQUEUR 	COCOA LIQUEUR 	A0240 B0001 C0001 E0130 F0001 G0003 H0231 H0232 H0117 H0136 H0270 J0104 K0003 M0001 N0001 P0024
06411 	BEER 	BEER 	A0195 B1230 C0102 E0123 F0001 G0003 H0229 H0232 H0246 J0121 K0003 M0001 N0001 P0024
06486 	ORANGE SODA, CANNED 	ORANGE SODA, CANNED 	A0241 B1217 C0005 E0123 F0001 G0003 H0227 H0109 H0136 H0150 J0001 K0003 M0204 N0001 P0024
06491 	SOFT DRINK 	SOFT DRINK 	A0241 B1217 C0005 E0123 F0001 G0003 H0109 H0227 H0200 H0202 J0001 K0003 M0194 N0001 P0024
06495 	TONIC WATER, CANNED 	TONIC WATER, CANNED 	A0241 B1217 C0005 E0123 F0001 G0003 H0109 H0200 H0227 H0136 J0001 K0003 M0194 N0001 P0024
06501 	SOFT DRINK, CANNED 	SOFT DRINK, CANNED 	A0241 B1217 C0005 E0123 F0001 G0001 H0200 H0227 H0136 H0109 J0001 K0001 M0194 N0001 P0024
06511 	COLA, CANNED 	COLA, CANNED 	A0241 B1217 C0005 E0123 F0003 G0003 H0227 H0150 H0109 H0200 H0136 J0001 K0003 M0194 N0001 P0024
06513 	COLA, BOTTLED 	COLA, BOTTLED 	A0241 B1217 C0005 E0123 F0003 G0003 H0227 H0150 H0109 H0200 H0136 J0001 K0003 M0194 N0001 P0024
06525 	SODA WATER, CANNED 	SODA WATER, CANNED 	A0241 B1217 C0005 E0123 F0003 G0003 H0109 J0001 K0003 M0194 N0001 P0024
06528 	LEMON LIME SODA, CANNED 	LEMON LIME SODA, CANNED 	A0241 B1217 C0005 E0123 F0001 G0003 H0109 H0200 H0136 H0227 J0001 K0003 M0194 N0001 P0024
06531 	NONALCOHOLIC BEVERAGES 	NONALCOHOLIC BEVERAGES 	A0112 B0001 C0001 E0130 F0001 G0003 H0001 J0001 K0003 M0001 N0001 P0024
06570 	COFFEE, WHOLE, ROASTED 	COFFEE, WHOLE, ROASTED 	A0268 B1305 C0132 E0150 F0014 G0003 H0391 J0001 K0003 M0001 N0001 P0024
06572 	COFFEE, ROASTED, INSTANT 	COFFEE, ROASTED, INSTANT 	A0268 B1305 C0132 E0136 F0014 G0003 H0138 H0169 H0391 J0116 K0003 M0001 N0001 P0024
06649 	CHOCOLATE 	CHOCOLATE 	A0272 B1012 C0108 E0147 F0001 G0003 H0231 H0119 H0253 J0001 K0003 M0001 N0001 P0024
06650 	CHOCOLATE PRODUCTS 	CHOCOLATE PRODUCTS 	A0272 B1012 C0108 E0147 F0001 G0003 H0231 H0119 H0253 J0001 K0003 M0001 N0001 P0024
06670 	TEA LEAVES 	TEA LEAVES 	A0268 B1623 C0200 E0151 F0001 G0003 H0252 H0138 J0116 K0003 M0001 N0001 P0024
06671 	ICED TEA DRINK, CANNED 	ICED TEA DRINK, CANNED 	A0268 B1623 C0200 E0123 F0014 G0036 H0001 J0001 K0003 M0194 N0001 P0024
06800 	CAPERS, RAW 	CAPERS, RAW 	A0113 B1247 C0237 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
07020 	NUTMEG 	NUTMEG 	A0113 B1214 C0132 E0151 F0003 G0003 H0138 J0116 K0003 M0001 N0001 P0024
07404 	SAUCES, CANNED 	SAUCES, CANNED 	A0286 B0001 C0001 E0130 F0014 G0003 H0001 J0123 K0003 M0194 N0001 P0024
07405 	SPICES AND HERBS 	SPICES AND HERBS 	A0113 B1179 C0174 E0151 F0001 G0003 H0001 J0001 K0003 M0001 N0001 P0024
07500 	VEGETABLES AND FRUITS, CANNED 	VEGETABLES AND FRUITS, CANNED 	A0143 A0152 B1347 C0174 E0151 F0014 G0003 H0001 J0123 K0001 M0194 N0001 P0024
08639 	STEAK, MINCED 	STEAK, MINCED 	A0150 B1161 C0268 E0152 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024 Z0018 Z0019
08640 	VEAL, FRESH 	VEAL, FRESH 	A0150 B1349 C0175 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 Z0018
08646 	BEEF, FRESH 	BEEF, FRESH 	A0150 B1161 C0175 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 Z0018 Z0019
08647 	BEEF 	BEEF 	A0150 B1161 C0175 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 Z0018 Z0019
08656 	CATTLE OFFALS/KIDNEY, FRESH 	CATTLE OFFALS/KIDNEY, FRESH 	A0150 B1161 C0127 E0151 F0001 G0003 H0001 J0001 K0003 M0001 N0001 P0024
08659 	CALF FAT, FRESH 	CALF FAT, FRESH 	A0150 B1349 C0253 E0151 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024
08671 	CORN BEEF 	CORN BEEF 	A0279 B1161 C0268 E0151 F0018 G0003 H0253 H0173 J0001 K0003 M0001 N0001 P0024 Z0019 Z0018
08680 	CATTLE OFFALS/LIVER 	CATTLE OFFALS/LIVER 	A0150 B1161 C0127 E0151 F0001 G0003 H0001 J0001 K0003 M0001 N0001 P0024
08681 	LIVER 	LIVER 	A0217 B1297 C0176 E0151 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024
08683 	CATTLE KIDNEY, FRESH 	CATTLE KIDNEY, FRESH 	A0150 B1161 C0196 E0151 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024
08690 	CATTLE FAT 	CATTLE FAT 	A0150 B1161 C0253 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
08691 	ANIMAL EDIBLE COOKING FAT 	ANIMAL EDIBLE COOKING FAT 	A0150 B1297 C0253 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
08692 	CALVES LIVER 	CALVES LIVER 	A0150 B1349 C0176 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
08693 	CALVES KIDNEY, FRESH 	CALVES KIDNEY, FRESH 	A0150 B1349 C0176 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
08694 	BEEF FAT 	BEEF FAT 	A0150 B1161 C0253 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
08700 	VEAL LIVER, FRESH 	VEAL LIVER, FRESH 	A0150 B1349 C0176 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
08703 	VEAL KIDNEY, FRESH 	VEAL KIDNEY, FRESH 	A0150 B1349 C0196 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
08704 	KIDNEY 	KIDNEY 	A0217 B1297 C0196 E0150 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024
08751 	GRAVY, CANNED 	GRAVY, CANNED 	A0286 B1297 C0170 E0139 F0014 G0003 H0227 H0152 J0123 K0003 M0194 N0001 P0024
08752 	BULL KIDNEY, FRESH 	BULL KIDNEY, FRESH 	A0150 B1161 C0196 E0150 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024
08753 	HEIFER KIDNEY, FRESH 	HEIFER KIDNEY, FRESH 	A0150 B1201 C0196 E0150 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024
08754 	STEER KIDNEY, FRESH 	STEER KIDNEY, FRESH 	A0150 B1161 C0196 E0150 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024
08755 	CATTLE KIDNEY FAT 	CATTLE KIDNEY FAT 	A0150 B1161 C0253 E0151 F0001 G0003 H0001 J0001 K0003 M0001 N0001 P0024
08761 	CORNED BEEF, CANNED 	CORNED BEEF, CANNED 	A0150 B1161 C0103 E0152 F0014 G0001 H0253 J0123 K0001 M0204 N0001 P0024 Z0018 Z0019
08762 	BEEF STEW, CANNED 	BEEF STEW, CANNED 	A0212 B1161 C0268 E0134 F0014 G0003 H0227 H0212 J0123 K0003 M0194 N0001 P0024
08770 	MIXED FOOD, CANNED 	MIXED FOOD, CANNED 	A0001 B0001 C0001 E0001 F0014 G0003 H0225 J0123 M0194 N0001 P0024
08818 	MILK, COW'S 	MILK, COW'S 	A0148 B1201 C0235 E0123 F0001 G0003 H0001 J0001 K0003 M0001 N0001 P0024
08820 	WHOLE MILK, COW'S, FLUID 	WHOLE MILK, COW'S, FLUID 	A0148 B1201 C0235 E0123 F0001 G0003 H0001 J0001 K0003 M0001 N0001 P0024
08821 	WHOLE MILK, COW'S, FLUID, PASTEURIZED 	WHOLE MILK, COW'S, FLUID, PASTEURIZED 	A0148 B1201 C0235 E0123 F0018 G0003 H0001 J0135 K0003 M0001 N0001 P0024
08822 	WHOLE MILK, COW'S, FLUID, RAW 	WHOLE MILK, COW'S, FLUID, RAW 	A0148 B1201 C0235 E0123 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024 P0121
08840 	CREAM, COW'S MILK 	CREAM, COW'S MILK 	A0148 B1201 C0195 E0130 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024
08848 	CREAM, COW'S MILK, CANNED 	CREAM, COW'S MILK, CANNED 	A0148 B1201 C0195 E0130 F0014 G0003 H0001 J0123 K0003 M0194 N0001 P0024
08849 	MILK PRODUCTS, CANNED 	MILK PRODUCTS, CANNED 	A0148 B1134 C0113 E0001 F0014 G0003 H0001 J0123 K0001 M0194 N0001 P0024
08860 	BUTTER 	BUTTER 	A0148 B1134 C0179 E0119 F0001 G0003 H0001 J0001 K0003 M0001 N0001 P0024
08864 	BUTTER OIL 	BUTTER OIL 	A0148 B1201 C0179 E0139 F0018 G0003 H0138 J0135 K0003 M0001 N0001 P0024
08869 	COW FAT, FRESH 	COW FAT, FRESH 	A0150 B1201 C0253 E0151 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024
08896 	COW KIDNEY, FRESH 	COW KIDNEY, FRESH 	A0150 B1201 C0196 E0150 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024
08940 	EVAPORATED MILK, COW'S, CANNED 	EVAPORATED MILK, COW'S, CANNED 	A0148 B1201 C0235 E0139 F0014 G0003 H0138 J0123 K0003 M0194 N0001 P0024
08941 	EVAPORATED MILK, COW'S, SKIMMED, CANNED 	EVAPORATED MILK, COW'S, SKIMMED, CANNED 	A0148 B1201 C0235 E0139 F0014 G0003 H0138 H0248 J0123 K0003 M0194 N0001 P0039 P0024
08942 	EVAPORATED MILK, COW'S, WHOLE 	EVAPORATED MILK, COW'S, WHOLE 	A0148 B1201 C0235 E0139 F0001 G0003 H0138 J0001 K0003 M0001 N0001 P0024
08943 	EVAPORATED MILK, COW'S, SKIMMED 	EVAPORATED MILK, COW'S, SKIMMED 	A0148 B1134 C0235 E0139 F0001 G0003 H0138 H0248 J0001 K0003 M0001 N0001 P0039 P0024
08959 	CONDENSED MILK, COW'S, CANNED 	CONDENSED MILK, COW'S, CANNED 	A0148 B1201 C0235 E0139 F0014 G0003 H0138 J0123 K0003 M0194 N0001 P0024
08960 	CONDENSED MILK, COW'S, SKIMMED, CANNED 	CONDENSED MILK, COW'S, SKIMMED, CANNED 	A0148 B1201 C0235 E0139 F0014 G0003 H0248 H0138 J0123 K0003 M0194 N0001 P0024 P0039
08962 	EVAPORATED AND CONDENSED MILK, COW'S, CANNED 	EVAPORATED AND CONDENSED MILK, COW'S, CANNED 	A0148 B1201 C0235 E0139 F0014 G0003 H0138 J0123 K0003 M0194 N0001 P0024
08970 	WHOLE MILK, COW'S, DRIED 	WHOLE MILK, COW'S, DRIED 	A0148 B1201 C0235 E0106 F0001 G0003 H0138 J0116 K0003 M0001 N0001 P0024 Z0089
08980 	SKIMMED MILK, COW'S, DRIED 	SKIMMED MILK, COW'S, DRIED 	A0148 B1201 C0235 E0106 F0001 G0003 H0138 H0248 J0116 K0003 M0001 N0001 P0039 P0024 Z0089
08993 	INFANT FORMULA, LIQUID 	INFANT FORMULA, LIQUID 	A0274 B0001 C0001 E0123 F0014 G0003 H0263 H0159 H0163 H0194 H0157 J0123 K0003 M0001 N0001 P0020
09134 	HEIFER FAT, FRESH 	HEIFER FAT, FRESH 	A0150 B1161 C0253 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
09135 	BULL FAT, FRESH 	BULL FAT, FRESH 	A0150 B1161 C0253 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
09136 	BULL MEAT, FRESH 	BULL MEAT, FRESH 	A0150 B1161 C0175 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
09137 	STEER MEAT, FRESH 	STEER MEAT, FRESH 	A0150 B1161 C0175 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
09138 	COW MEAT, FRESH 	COW MEAT, FRESH 	A0150 B1201 C0175 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
09139 	HEIFER MEAT, FRESH 	HEIFER MEAT, FRESH 	A0150 B1201 C0175 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
09140 	PORK MEAT, FRESH 	PORK MEAT, FRESH 	A0150 B1136 C0175 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
09445 	DAIRY PRODUCE 	DAIRY PRODUCE 	A0164 B1134 C0113 E0001 F0001 G0001 H0001 J0001 K0003 M0001 N0001 P0024
09446 	CHEESE 	CHEESE 	A0115 B1134 C0245 E0151 F0001 G0003 H0119 J0001 K0003 M0001 N0001 P0024
09450 	ICE CREAM 	ICE CREAM 	A0227 B1201 C0113 E0139 F0018 G0003 H0136 H0178 H0117 J0136 K0003 M0001 N0001 P0024
09460 	CANNED PRODUCTS 	CANNED PRODUCTS 	A0001 B0001 C0001 E0001 F0014 G0003 H0001 J0123 K0001 M0194 N0001 P0024
09465 	HUMAN MILK 	HUMAN MILK 	A0148 B1087 C0235 E0123 F0001 G0003 H0001 J0001 K0003 M0001 N0001 P0024
09727 	MUTTON, FRESH 	MUTTON, FRESH 	A0150 B1183 C0175 E0151 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024 Z0018 Z0019
09728 	LAMB CHOPS 	LAMB CHOPS 	A0150 B1669 C0243 E0152 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024 Z0018 Z0019
09783 	MUTTON KIDNEY, FRESH 	MUTTON KIDNEY, FRESH 	A0150 B1183 C0196 E0150 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024
09790 	LAMB AND MUTTON FAT 	LAMB AND MUTTON FAT 	A0150 B1183 C0253 E0151 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024
09829 	CHICKEN FAT, MATURE, FRESH 	CHICKEN FAT, MATURE, FRESH 	A0273 B1457 C0253 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
10190 	GOAT FAT 	GOAT FAT 	A0150 B1328 C0253 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
10191 	RABBIT FAT 	RABBIT FAT 	A0150 B1323 C0253 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
10192 	HORSE FAT 	HORSE FAT 	A0150 B1229 C0253 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
10308 	PORK CHOPS 	PORK CHOPS 	A0150 B1136 C0175 E0152 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024 Z0031
10309 	PORK, LEAN 	PORK, LEAN 	A0150 B1136 C0270 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
10320 	PORK, CANNED 	PORK, CANNED 	A0150 B1136 C0268 E0152 F0014 G0003 H0001 J0123 K0003 M0194 N0001 P0024 Z0018 Z0019
10343 	EGGS 	EGGS 	A0261 B1563 C0128 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
10355 	CHICKEN MEAT, YOUNG, FRESH 	CHICKEN MEAT, YOUNG, FRESH 	A0273 B1198 C0175 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 Z0003
10356 	CHICKEN MEAT, MATURE, FRESH 	CHICKEN MEAT, MATURE, FRESH 	A0273 B1457 C0175 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 Z0003
10357 	CHICKEN FAT, YOUNG, FRESH 	CHICKEN FAT, YOUNG, FRESH 	A0273 B1457 C0253 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
10358 	CHICKEN KIDNEY, MATURE, FRESH 	CHICKEN KIDNEY, MATURE, FRESH 	A0273 B1457 C0196 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
10360 	PORK LIVER 	PORK LIVER 	A0150 B1136 C0176 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
10363 	PORK KIDNEY 	PORK KIDNEY 	A0150 B1136 C0196 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
10370 	PORK FAT 	PORK FAT 	A0150 B1136 C0253 E0151 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024
10371 	PORK, FRESH 	PORK, FRESH 	A0150 B1136 C0175 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 Z0018
10372 	PORK KIDNEY FAT 	PORK KIDNEY FAT 	A0150 B1136 C0253 E0151 F0001 G0003 H0001 J0001 K0003 M0001 N0001 P0024
10375 	SOW FAT, FRESH 	SOW FAT, FRESH 	A0150 B1136 C0253 E0151 F0014 G0003 H0001 J0001 K0003 M0001 N0001 P0024
10382 	HAM, CANNED 	HAM, CANNED 	A0150 B1136 C0268 E0146 F0014 G0003 H0253 J0123 K0001 M0204 N0020 P0024
10421 	PORK AND BEANS, CANNED 	PORK AND BEANS, CANNED 	A0152 B1567 C0133 E0151 F0014 G0003 H0191 H0212 H0227 J0123 K0037 M0001 N0001 P0024
10422 	PORK AND BEANS 	PORK AND BEANS 	A0152 B1567 C0133 E0151 F0014 G0001 H0212 H0191 H0227 J0001 K0037 M0001 N0001 P0024
10470 	STEER FAT, FRESH 	STEER FAT, FRESH 	A0150 B1161 C0253 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
10471 	BOAR OR STAG FAT, FRESH 	BOAR OR STAG FAT, FRESH 	A0150 B1136 B1583 C0253 E0151 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024
10537 	CHICKEN 	CHICKEN 	A0273 B1457 C0175 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 Z0003
10538 	CHICKEN KIDNEY, YOUNG, FRESH 	CHICKEN KIDNEY, YOUNG, FRESH 	A0273 B1198 C0196 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
10591 	CHICKEN OFFALS/KIDNEY, FRESH 	CHICKEN OFFALS/KIDNEY, FRESH 	A0273 B1457 C0127 E0151 F0001 G0003 H0001 J0001 K0003 M0001 N0001 P0024
10592 	POULTRY LIVER, FRESH 	POULTRY LIVER, FRESH 	A0273 B1563 C0176 E0150 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024
10593 	POULTRY KIDNEY FAT 	POULTRY KIDNEY FAT 	A0273 B1563 C0253 E0151 F0001 G0001 H0001 J0001 K0001 M0001 N0001 P0024
10605 	CHICKEN NOODLE SOUP, CANNED 	CHICKEN NOODLE SOUP, CANNED 	A0243 B1457 C0170 E0149 F0014 G0020 H0171 H0186 H0152 H0227 J0123 K0003 M0194 N0001 P0024
10606 	CHICKEN SOUP, CREAMED, CANNED 	CHICKEN SOUP, CREAMED, CANNED 	A0180 B1457 C0170 E0102 F0014 G0003 H0171 H0212 H0242 J0123 K0003 M0194 N0001 P0024
10607 	CHICKEN NOODLE SOUP 	CHICKEN NOODLE SOUP 	A0243 B1457 C0170 E0149 F0014 G0001 H0152 H0171 H0227 J0001 K0003 M0001 N0001 P0024
10630 	EGGS, HEN'S, WHOLE, LIQUID 	EGGS, HEN'S, WHOLE, LIQUID 	A0261 B1713 C0225 E0139 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
10634 	EGGS, HEN'S, WHOLE, FROZEN 	EGGS, HEN'S, WHOLE, FROZEN 	A0261 B1713 C0225 E0139 F0003 G0003 H0003 J0136 K0003 M0001 N0001 P0024
10637 	EGGS, FRESH 	EGGS, FRESH 	A0261 B1563 C0274 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
10643 	EGGS, HEN'S, IN SHELL 	EGGS, HEN'S, IN SHELL 	A0261 B1713 C0128 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
10644 	OMELET 	OMELET 	A0284 B1713 C0225 E0140 F0014 G0026 H0221 H0184 J0001 K0003 M0001 N0001 P0024
10660 	CHICKEN OR HEN FAT 	CHICKEN OR HEN FAT 	A0273 B1457 C0253 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
10661 	POULTRY FAT 	POULTRY FAT 	A0273 B1563 C0253 E0151 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024
10780 	GOOSE FAT 	GOOSE FAT 	A0273 B1253 C0253 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
10795 	TURKEY, FRESH 	TURKEY, FRESH 	A0273 B1236 C0265 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 Z0003
10821 	TURKEY KIDNEY, ROASTER, FRESH 	TURKEY KIDNEY, ROASTER, FRESH 	A0273 B1236 C0196 E0150 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024
10823 	TURKEY KIDNEY, BREEDER, FRESH 	TURKEY KIDNEY, BREEDER, FRESH 	A0273 B1236 C0196 E0150 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024
10851 	TURKEY FAT, FRY-ROAST, FRESH 	TURKEY FAT, FRY-ROAST, FRESH 	A0273 B1236 C0253 E0151 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024
10852 	TURKEY FAT, YOUNG, FRESH 	TURKEY FAT, YOUNG, FRESH 	A0273 B1236 C0253 E0151 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024
10853 	TURKEY FAT, MATURE, FRESH 	TURKEY FAT, MATURE, FRESH 	A0273 B1236 C0253 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
10854 	TURKEY KIDNEY, YOUNG, FRESH 	TURKEY KIDNEY, YOUNG, FRESH 	A0273 B1236 C0196 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
10970 	HORSE MEAT 	HORSE MEAT 	A0150 B1229 C0175 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
10983 	HORSE KIDNEY, FRESH 	HORSE KIDNEY, FRESH 	A0150 B1229 C0196 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
11631 	MEAT PRODUCTS 	MEAT PRODUCTS 	A0150 B1134 C0175 E0151 F0001 G0001 H0001 J0001 K0001 M0001 N0001 P0024
11632 	MEAT PRODUCTS, CANNED 	MEAT PRODUCTS, CANNED 	A0150 B1134 C0175 E0151 F0014 G0001 H0001 J0123 K0001 M0194 N0001 P0024
11633 	KIDNEY 	KIDNEY 	A0217 B1297 C0196 E0150 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024
11700 	MEAT, FRESH 	MEAT, FRESH 	A0150 B1134 C0175 E0151 F0001 G0001 H0001 J0001 K0001 M0001 N0001 P0024
11701 	MEAT, CANNED 	MEAT, CANNED 	A0150 B1134 C0175 E0151 F0014 G0001 H0001 J0123 K0001 M0194 N0001 P0024
12009 	FLAT FISHES, FRESH 	FLAT FISHES, FRESH 	A0267 B1023 C0127 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
12010 	BREAM, FRESH 	BREAM, FRESH 	A0267 B1763 C0127 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
