FOODID	ORIGFDNM	ENGFDNAM	LANGUALCODES
CR2190	PICKLE	PICKLE	A0271 B1404 C0140 E0151 F0001 G0003 H0253 H0200 H0190 H0227 J0001 K0001 M0001 N0001 P0024
CR2191	BEET, PICKLED	BEET, PICKLED	A0271 B1309 C0240 E0151 F0014 G0003 H0227 H0200 H0190 H0119 J0001 K0003 M0001 N0001 P0024
CR2192	BEET, SLICED, CANNED	BEET, SLICED, CANNED	A0152 B1309 C0240 E0137 F0014 G0003 H0200 H0190 H0117 J0123 K0001 M0194 N0001 P0024
CR2193	BEET GREENS, RAW	BEET GREENS, RAW	A0152 B1309 C0200 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
CR2195	OLIVE, RAW	OLIVE, RAW	A0152 B1169 C0137 E0150 F0001 G0003 H0200 H0173 H0190 H0117 J0001 K0001 M0001 N0001 P0024
CR2198	HORSERADISH, PREPARED	HORSERADISH, PREPARED	A0179 B1146 C0240 E0134 F0003 G0003 H0200 H0123 J0001 K0003 M0001 N0001 P0024
CR2200	MUSTARD, PREPARED	MUSTARD, PREPARED	A0179 B1347 C0174 E0135 F0001 G0003 H0151 H0150 J0001 K0003 M0001 N0001 P0024
CR2220	BUTTER	BUTTER	A0148 B1201 C0179 E0119 F0018 G0003 H0001 J0135 K0003 M0001 N0001 P0024
CR2230	MARGARINE	MARGARINE	A0231 B1017 C0190 E0119 F0018 G0003 H0213 J0135 K0003 M0001 N0001 P0024
CR2270	MAYONNAISE, REGULAR	MAYONNAISE, REGULAR	A0292 B1017 C0190 E0119 F0018 G0003 H0200 H0185 H0227 H0306 J0001 K0003 M0001 N0001 P0024
CR2274	VEGETABLE OIL	VEGETABLE OIL	A0129 B1017 C0190 E0139 F0001 G0003 H0001 J0001 K0001 M0001 N0001 P0024
CR2275	LARD	LARD	A0129 B1136 C0190 E0119 F0014 G0001 H0001 J0001 K0003 M0001 N0001 P0024
CR2276	COCONUT OIL	COCONUT OIL	A0129 B1536 C0190 E0139 F0014 G0003 H0001 J0001 K0003 M0001 N0001 P0024
CR2277	OLIVE OIL	OLIVE OIL	A0129 B1299 C0190 E0139 F0001 G0003 H0003 J0001 K0003 M0001 N0001 P0024
CR2278	PALM OIL, RED	PALM OIL, RED	A0129 B1286 C0190 E0139 F0001 G0003 H0001 J0001 K0003 M0001 N0001 P0024
CR2279	OIL, NOT FURTHER SPECIFIED	OIL, NOT FURTHER SPECIFIED	A0129 B1017 C0190 E0139 F0001 G0003 H0001 J0001 K0003 M0001 N0001 P0024
CR2280	SOYBEAN OIL	SOYBEAN OIL	A0129 B1452 C0190 E0139 F0001 G0003 H0003 J0001 K0003 M0001 N0001 P0024
CR2281	VEGETABLE OIL, COPPER HYDROGENTATED	VEGETABLE OIL, COPPER HYDROGENTATED	A0129 B1017 C0190 E0135 F0014 G0003 H0174 J0001 K0003 M0001 N0001 P0024
CR2282	ITALIAN DRESSING	ITALIAN DRESSING	A0136 B1017 C0190 E0121 F0001 G0003 H0200 H0227 J0001 K0003 M0001 N0001 P0024
CR2330	WHITE SUGAR	WHITE SUGAR	A0118 B1012 C0157 E0143 F0001 G0003 H0001 J0001 K0003 M0001 N0001 P0024
CR2332	SUGAR SUBSTITUTE	SUGAR SUBSTITUTE	A0142 B0001 C0001 E0001 F0001 G0003 H0001 J0001 K0003 M0001 N0001 P0024
CR2350	HONEY	HONEY	A0118 B1347 C0188 E0139 F0018 G0003 H0003 J0001 K0003 M0001 N0001 P0024
CR2355	MAPLE SYRUP	MAPLE SYRUP	A0118 B1167 C0271 E0139 F0014 G0014 H0138 J0001 K0003 M0001 N0001 P0024
CR2360	MOLASSES	MOLASSES	A0118 B1378 C0207 E0139 F0014 G0014 H0138 J0001 K0003 M0001 N0001 P0024
CR2370	JELLY, JAM OR PRESERVE, AGGREGATE	JELLY, JAM OR PRESERVE, AGGREGATE	A0155 B1140 C0167 E0144 F0001 G0003 H0001 J0001 K0003 M0001 N0001 P0024
CR2380	GEL DESSERT	GEL DESSERT	A0169 B1012 C0210 E0147 F0014 G0001 H0165 H0150 H0227 H0200 J0001 K0003 M0001 N0001 P0024
CR2395	HARD CANDY	HARD CANDY	A0216 B1012 C0210 E0105 F0014 G0003 H0224 H0227 H0150 H0200 J0003 K0003 M0001 N0001 P0024
CR2400	CHOCOLATE CANDY BAR, MILK, HERSHEY'S	CHOCOLATE CANDY BAR, MILK, HERSHEY'S	A0288 B1012 C0210 E0140 F0014 G0003 H0184 H0231 H0119 H0253 H0228 J0001 K0003 M0190 N0001 P0024
CR2401	CHOCOLATE CANDY BAR, MILK, NESTLE	CHOCOLATE CANDY BAR, MILK, NESTLE	A0288 B1012 C0210 E0140 F0014 G0003 H0184 H0231 H0119 H0253 H0228 J0001 K0003 M0190 N0001 P0024
CR2402	YEAST	YEAST	A0004 B1345 C0247 E0106 F0003 G0003 H0138 J0116 K0003 M0001 N0001 P0024
CR2403	CAROB CANDY BAR	CAROB CANDY BAR	A0158 B1012 C0108 E0140 F0014 G0003 H0221 H0100 H0184 H0267 J0001 K0003 M0001 N0001 P0024
CR2405	CHOCOLATE CANDY BAR, FRUIT AND NUT	CHOCOLATE CANDY BAR, FRUIT AND NUT	A0288 B1012 C0210 E0147 F0014 G0003 H0147 H0177 H0231 H0253 H0119 H0227 J0001 K0003 M0001 N0001 P0024
CR2408	CHOCOLATE SYRUP	CHOCOLATE SYRUP	A0272 B1012 C0108 E0123 F0014 G0003 H0231 H0119 H0253 H0227 J0001 K0003 M0001 N0001 P0024
CR2420	COFFEE, REGULAR, PREPARED	COFFEE, REGULAR, PREPARED	A0268 B1305 C0132 E0123 F0014 G0003 H0391 J0001 K0003 M0001 N0001 P0024
CR2425	COFFEE, GROUND, REGULAR	COFFEE, GROUND, REGULAR	A0268 B1305 C0132 E0117 F0014 G0003 H0138 H0391 J0116 K0001 M0001 N0001 P0024
CR2430	COFFEE, DECAFFEINATED, PREPARED	COFFEE, DECAFFEINATED, PREPARED	A0268 B1305 C0133 E0123 F0014 G0003 H0140 H0391 J0001 K0003 M0001 N0001 P0024
CR2440	TEA, BREWED	TEA, BREWED	A0268 B1623 C0200 E0123 F0014 G0036 H0252 H0138 J0116 K0003 M0001 N0001 P0024
CR2441	TEA, DRY	TEA, DRY	A0268 B1623 C0200 E0100 F0014 G0001 H0252 H0138 J0003 K0003 M0001 N0001 P0024
CR2443	SASSAFRAS BARK	SASSAFRAS BARK	A0133 B1493 C0264 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
CR2450	SOFT DRINK	SOFT DRINK	A0241 B1217 C0005 E0123 F0001 G0003 H0109 H0227 H0200 H0202 J0001 K0003 M0194 N0001 P0024
CR2460	FRUITADE DRINK	FRUITADE DRINK	A0112 B1012 C0108 E0123 F0022 G0003 H0147 H0148 H0200 H0227 H0150 J0001 K0003 M0001 N0001 P0024
CR2461	GATORADE	GATORADE	A0241 B1012 C0271 E0123 F0001 G0003 H0148 H0136 H0200 H0229 H0195 J0001 K0003 M0001 N0001 P0024
CR2470	BEER AND ALE	BEER AND ALE	A0195 B1230 C0102 E0123 F0001 G0003 H0232 H0246 J0121 K0003 M0001 N0001 P0024
CR2471	BEER, LITE	BEER, LITE	A0195 B1230 C0102 E0123 F0001 G0003 H0232 H0246 H0266 J0121 K0003 M0001 N0001 P0034 P0024
CR2480	WINE	WINE	A0297 B1329 C0140 E0123 F0003 G0003 H0232 J0104 K0003 M0001 N0001 P0024
CR2490	WHISKEY	WHISKEY	A0200 B1324 C0133 E0123 F0014 G0003 H0253 H0270 H0232 J0001 K0003 M0001 N0001 P0024
CR2491	SHERRY	SHERRY	A0224 B1329 C0140 E0123 F0001 G0001 H0232 J0104 K0003 M0001 N0001 P0024
CR2495	PINA COLADA MIX	PINA COLADA MIX	A0112 B0001 C0001 E0001 F0003 G0003 H0147 H0136 H0227 H0200 H0368 J0001 K0003 M0001 N0001 P0024 Z0088
CR2500	SPRING WATER	SPRING WATER	A0112 B1217 C0005 E0123 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
CR2600	VITAMIN SUPPLEMENT	VITAMIN SUPPLEMENT	A0308 B0001 C0001 E0001 F0001 G0003 H0194 H0163 J0001 K0003 M0001 N0001 P0024
CR3000	FRUIT WITH TAPIOCA, INFANT OR BABY FOOD	FRUIT WITH TAPIOCA, INFANT OR BABY FOOD	A0222 B1140 C0167 E0103 F0014 G0003 H0279 H0136 J0001 K0003 M0001 N0001 P0020
CR3100	FRUIT, UNSWEETENED, INFANT OR BABY FOOD	FRUIT, UNSWEETENED, INFANT OR BABY FOOD	A0222 B1140 C0167 E0103 F0014 G0003 H0001 J0001 K0003 M0001 N0001 P0020 P0105
CR3200	BEEF, INFANT OR BABY FOOD	BEEF, INFANT OR BABY FOOD	A0150 B1161 C0268 E0144 F0014 G0003 H0001 J0001 K0003 M0001 N0001 P0020 Z0018 Z0019
CR3300	TURKEY OR CHICKEN, INFANT OR BABY FOOD	TURKEY OR CHICKEN, INFANT OR BABY FOOD	A0273 B1563 C0268 E0144 F0014 G0003 H0001 J0001 K0003 M0001 N0001 P0020
CR3400	VEGETABLE AND BEEF, INFANT OR JUNIOR FOOD	VEGETABLE AND BEEF, INFANT OR JUNIOR FOOD	A0172 B0001 C0001 E0134 F0014 H0227 G0001 H0212 H0191 J0001 K0003 M0001 N0001 P0020
CR3401	CARROT, DRY, INFANT OR BABY FOOD	CARROT, DRY, INFANT OR BABY FOOD	A0152 B1227 C0240 E0106 F0014 G0003 H0138 J0116 K0003 M0001 N0001 N0001 P0020
CR3402	CORN, CREAMED, INFANT OR BABY FOOD	CORN, CREAMED, INFANT OR BABY FOOD	A0152 B1380 C0133 E0103 F0014 G0003 H0001 J0001 K0003 M0001 N0001 P0020
CR3403	GREEN BEAN, INFANT OR BABY FOOD	GREEN BEAN, INFANT OR BABY FOOD	A0152 B1371 C0169 E0103 F0014 G0003 H0001 J0001 K0003 M0001 N0001 P0020
CR3404	MIXED VEGETABLES, INFANT OR BABY FOOD	MIXED VEGETABLES, INFANT OR BABY FOOD	A0152 B1227 C0238 E0135 F0014 G0003 H0212 H0227 J0001 K0003 M0001 N0001 P0020
CR3405	SPINACH, INFANT OR BABY FOOD	SPINACH, INFANT OR BABY FOOD	A0152 B1420 C0200 E0103 F0014 G0003 H0001 J0001 K0003 M0001 N0001 P0020
CR3406	SQUASH, INFANT OR JUNIOR FOOD	SQUASH, INFANT OR JUNIOR FOOD	A0152 B1208 C0229 E0144 F0001 G0003 H0001 J0001 K0003 M0001 N0001 P0020
CR3407	PEAS, SWEET, INFANT OR BABY FOOD	PEAS, SWEET, INFANT OR BABY FOOD	A0152 B1487 C0133 E0103 F0014 G0003 H0001 J0001 K0003 M0001 N0001 P0020
CR3500	BRUSSELS SPROUT, RAW	BRUSSELS SPROUT, RAW	A0152 B1611 C0151 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
CR3501	BRUSSELS SPROUT, COOKED	BRUSSELS SPROUT, COOKED	A0152 B1611 C0151 E0150 F0014 G0001 H0001 J0001 K0003 M0001 N0001 P0024
CR3502	BRUSSELS SPROUT, FROZEN	BRUSSELS SPROUT, FROZEN	A0152 B1611 C0151 E0150 F0001 G0003 H0003 J0136 K0003 M0001 N0001 P0024
CR3503	BRUSSELS SPROUT, AGGREGATE (RAW, COOKED, FROZEN)	BRUSSELS SPROUT, AGGREGATE (RAW, COOKED, FROZEN)	A0152 B1611 C0151 E0150 F0001 G0001 H0001 J0001 K0003 M0001 N0001 P0024
CR3600	FIDDLEHEAD GREENS, RAW	FIDDLEHEAD GREENS, RAW	A0152 B2017 C0150 E0150 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024
CR3601	FIDDLEHEAD GREENS, FROZEN	FIDDLEHEAD GREENS, FROZEN	A0152 B2017 C0150 E0150 F0001 G0003 H0001 J0136 K0003 M0001 N0001 P0024
CR3602	FIDDLEHEAD GREENS, CANNED	FIDDLEHEAD GREENS, CANNED	A0152 B2017 C0150 E0151 F0014 G0003 H0001 J0123 K0001 M0194 N0001 P0024
CR3603	FIDDLEHEAD GREENS, AGGREGATE (RAW, COOKED, FROZEN, CANNED)	FIDDLEHEAD GREENS, AGGREGATE (RAW, COOKED, FROZEN, CANNED)	A0152 B2017 C0200 E0151 F0001 G0001 H0001 J0001 K0003 M0001 N0001 P0024
CR3700	PUMPKIN, RAW	PUMPKIN, RAW	A0152 B1456 C0229 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
CR3701	PUMPKIN, AGGREGATE (COOKED, CANNED)	PUMPKIN, AGGREGATE (COOKED, CANNED)	A0152 B1456 C0229 E0144 F0014 G0001 H0001 J0001 K0003 M0001 N0001 P0024
CR3702	PUMPKIN, PICKLED	PUMPKIN, PICKLED	A0152 B1456 C0229 E0151 F0001 G0001 H0190 H0123 H0200 H0227 H0136 J0001 K0010 M0001 N0001 P0024
CR3703	PUMPKIN, AGGREGATE (RAW, CANNED, COOKED)	PUMPKIN, AGGREGATE (RAW, CANNED, COOKED)	A0152 B1456 C0229 E0144 F0001 G0001 H0001 J0001 K0003 M0001 N0001 P0024
CR3800	SQUASH, FROZEN, NOT FURTHER SPECIFIED	SQUASH, FROZEN, NOT FURTHER SPECIFIED	A0152 B1208 C0167 E0150 F0003 G0003 H0001 J0136 K0003 M0001 N0001 P0024
CR3801	SQUASH, CANNED, NOT FURTHER SPECIFIED	SQUASH, CANNED, NOT FURTHER SPECIFIED	A0152 B1208 C0167 E0151 F0014 G0003 H0001 J0123 K0003 M0194 N0001 P0024
CR3802	WINTER SQUASH LEAF, RAW	WINTER SQUASH LEAF, RAW	A0152 B1189 C0200 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
CR3900	CHINESE CABBAGE, AGGREGATE (RAW, COOKED)	CHINESE CABBAGE, AGGREGATE (RAW, COOKED)	A0152 B1051 C0151 E0151 F0001 G0001 H0001 J0001 K0003 M0001 N0001 P0024
CR3901	CHINESE SWAMP CABBAGE, AGGREGATE (RAW, COOKED)	CHINESE SWAMP CABBAGE, AGGREGATE (RAW, COOKED)	A0152 B2462 C0200 E0150 F0001 G0001 H0001 J0001 K0003 M0001 N0001 P0024
CR3902	SWAMP CABBAGE, AGGREGATE (RAW, COOKED)	SWAMP CABBAGE, AGGREGATE (RAW, COOKED)	A0152 B1733 C0200 E0151 F0001 G0001 H0001 J0001 K0003 M0001 N0001 P0024
CR3910	BLUEBERRY, AGGREGATE (RAW, FROZEN)	BLUEBERRY, AGGREGATE (RAW, FROZEN)	A0143 B1491 C0140 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
CR3915	VINE SPINACH, RAW	VINE SPINACH, RAW	A0152 B1150 C0200 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
CR3920	RADISH LEAF, AGGREGATE (RAW, COOKED)	RADISH LEAF, AGGREGATE (RAW, COOKED)	A0152 B1315 C0200 E0150 F0001 G0001 H0001 J0001 K0003 M0001 N0001 P0024
CR3925	SWEET RED PEPPER, AGGREGATE (RAW, COOKED)	SWEET RED PEPPER, AGGREGATE (RAW, COOKED)	A0152 B2630 C0112 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 Z0052
CR4000	VEGETABLE STEAK, FINNISH	VEGETABLE STEAK, FINNISH	A0172 B1161 C0268 E0147 F0014 G0025 H0212 H0233 H0186 H0184 H0227 J0001 K0003 M0001 N0001 P0024 F00I
CR4010	ROSEHIP PUREE, FINNISH	ROSEHIP PUREE, FINNISH	A0105 B1225 C0140 E0110 F0001 G0001 H0136 J0001 K0003 M0001 N0001 P0024 F00I
CR4015	VEAL JELLY, FINNISH	VEAL JELLY, FINNISH	A0150 B1349 C0170 E0134 F0014 G0003 H0151 H0200 H0123 J0001 K0003 M0001 N0001 P0024 F00I
CR4020	LOQUAT, RAW	LOQUAT, RAW	A0143 B1244 C0229 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
CR4025	BEET GREENS, AGGREGATE (COOKED, CANNED, FROZEN)	BEET GREENS, AGGREGATE (COOKED, CANNED, FROZEN)	A0152 B1309 C0200 E0151 F0001 G0001 H0001 J0001 K0003 M0001 N0001 P0024
CR4030	ENDIVE, COOKED	ENDIVE, COOKED	A0152 B1314 C0200 E0151 F0014 G0001 H0001 J0001 K0003 M0001 N0001 P0024
CR4035	POTATO LEAF, DRIED, TANZANIAN	POTATO LEAF, DRIED, TANZANIAN	A0152 B1218 C0200 E0151 F0001 G0001 H0138 J0116 K0003 M0001 N0001 P0024 TZ0
CR4040	SALAD, TANZANIAN, RAW	SALAD, TANZANIAN, RAW	A0208 B1276 C0140 E0152 F0003 G0003 H0212 J0001 K0003 M0001 N0001 P0024 TZ0
CR4042	PIGEON PEA, RAW, TANZANIAN	PIGEON PEA, RAW, TANZANIAN	A0152 B2010 C0133 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 TZ0
CR4044	CHA OM, LACE, THAI, AGGREGATE (RAW, COOKED)	CHA OM, LACE, THAI, AGGREGATE (RAW, COOKED)	A0152 B2455 C0200 E0151 F0001 G0001 H0001 J0001 K0003 M0001 N0001 P0024 TH0
CR4046	CHINESE CHIVE, AGGREGATE (RAW, COOKED), THAI	CHINESE CHIVE, AGGREGATE (RAW, COOKED), THAI	A0152 B2419 C0200 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 TH0
CR4048	NEEM TREE, THAI, RAW	NEEM TREE, THAI, RAW	A0152 B2444 C0144 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 TH0
CR4050	PAK KARD, THAI, RAW, SHREDDED	PAK KARD, THAI, RAW, SHREDDED	A0152 B2456 C0151 E0100 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 TH0
CR4052	KRADON, THAI, RAW	KRADON, THAI, RAW	A0152 B2461 C0174 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 TH0
CR4054	PENNYWORT, ASIATIC, RAW, THAI	PENNYWORT, ASIATIC, RAW, THAI	A0152 B2442 C0200 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 TH0
CR4056	IVY GOURD, RAW, THAI	IVY GOURD, RAW, THAI	A0152 B2420 C0167 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 TH0
CR4058	LEAD TREE, RAW, DE WIT, THAI	LEAD TREE, RAW, DE WIT, THAI	A0152 B2443 C0174 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 TH0
CR4060	BITTER MELON LEAF, AGGREGATE (RAW, COOKED), THAI	BITTER MELON LEAF, AGGREGATE (RAW, COOKED), THAI	A0152 B1101 C0200 E0151 F0001 G0001 H0001 J0001 K0003 M0001 N0001 P0024 TH0
CR4062	WATER MIMOSA, RAW, THAI	WATER MIMOSA, RAW, THAI	A0152 B2445 C0174 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 TH0
CR4068	CHAA PHLUU, THAI, RAW	CHAA PHLUU, THAI, RAW	A0152 B2457 C0200 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 TH0
CR4070	LOOFAH FRUIT, RAW, THAI	LOOFAH FRUIT, RAW, THAI	A0152 B1721 C0167 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 TH0
CR4072	BITTER MELON FRUIT, RAW, THAI	BITTER MELON FRUIT, RAW, THAI	A0143 B1101 C0138 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 TH0
CR4074	SATAW, THAI, RAW	SATAW, THAI, RAW	A0152 B2458 C0155 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 TH0
CR4076	JACKFRUIT, RAW, THAI	JACKFRUIT, RAW, THAI	A0143 B1545 C0229 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 TH0
CR4078	BOTTLE GOURD FRUIT, RAW, THAI	BOTTLE GOURD FRUIT, RAW, THAI	A0152 B1720 C0138 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 TH0
CR4080	HIBISCUS, STEAMED, COOK ISLANDS	HIBISCUS, STEAMED, COOK ISLANDS	A0152 B2082 C0150 E0151 F0014 G0021 H0001 J0001 K0003 M0001 N0001 P0024 C0K00
CR4082	SILVER BEET LEAF, STEAMED, COOK ISLAND	SILVER BEET LEAF, STEAMED, COOK ISLAND	A0152 B1175 C0200 E0151 F0014 G0001 H0001 J0001 K0003 M0001 N0001 P0024 C0K00
CR4084	TARO LEAF, BOILED, COOK ISLANDS	TARO LEAF, BOILED, COOK ISLANDS	A0152 B1636 C0200 E0151 F0014 G0014 H0001 J0001 K0003 M0001 N0001 P0024 C0K00
CR4088	WATERCRESS, RAW, TAHITI	WATERCRESS, RAW, TAHITI	A0152 B1492 C0200 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 P0F0001
CR4090	PLANTAIN, TAHITI, COOKED	PLANTAIN, TAHITI, COOKED	A0143 B1439 C0230 E0150 F0014 G0001 H0003 J0001 K0003 M0001 N0001 P0024 P0F0001
CR4092	GUAVA, RAW, TAHITI	GUAVA, RAW, TAHITI	A0143 B1333 C0139 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 P0F0001
CR4094	AMARANTHUS LEAF, FIJI, STEAMED	AMARANTHUS LEAF, FIJI, STEAMED	A0152 B1717 C0200 E0150 F0014 G0021 H0003 J0001 K0003 M0001 N0001 P0024 F00J0
CR4096	CHINESE CABBAGE, FIJI, STEAMED	CHINESE CABBAGE, FIJI, STEAMED	A0152 B1051 C0151 E0151 F0014 G0021 H0003 J0001 K0003 M0001 N0001 P0024 F00J0
CR4100	CREEPING SPINACH, FIJI, STEAMED	CREEPING SPINACH, FIJI, STEAMED	A0152 B2400 C0174 E0151 F0014 G0021 H0001 J0001 K0003 M0001 N0001 P0024 F00J0
CR4102	DRUMSTICK LEAF, FIJI, STEAMED	DRUMSTICK LEAF, FIJI, STEAMED	A0152 B1748 C0200 E0150 F0014 G0021 H0003 J0001 K0003 M0001 N0001 P0024 F00J0
CR4104	GREEN BEAN, DARK GREEN, FIJI, STEAMED	GREEN BEAN, DARK GREEN, FIJI, STEAMED	A0152 B1371 C0169 E0150 F0014 G0021 H0003 J0001 K0003 M0001 N0001 P0024 F00J0
CR4106	HIBISCUS LEAF, FIJI, STEAMED	HIBISCUS LEAF, FIJI, STEAMED	A0152 B2082 C0200 E0150 F0014 G0021 H0003 J0001 K0003 M0001 N0001 P0024 F00J0
CR4108	MUSTARD GREENS, FIJI, STEAMED	MUSTARD GREENS, FIJI, STEAMED	A0152 B2069 C0200 E0150 F0014 G0021 H0003 J0001 K0003 M0001 N0001 P0024 F00J0
CR4110	SWAMP CABBAGE, FIJI, STEAMED	SWAMP CABBAGE, FIJI, STEAMED	A0152 B1733 C0200 E0150 F0014 G0021 H0003 J0001 K0003 M0001 N0001 P0024 F00J0
CR4112	TARO LEAF, FIJI, STEAMED	TARO LEAF, FIJI, STEAMED	A0152 B1636 C0200 E0150 F0014 G0021 H0003 J0001 K0003 M0001 N0001 P0024 F00J0
CR4114	FERN, WILD, STEAMED	FERN, WILD, STEAMED	A0152 B2453 C0174 E0151 F0014 G0021 H0001 J0001 K0003 M0001 N0001 P0024 F00J0
CR4116	CHILI PEPPER, FIJI, RAW	CHILI PEPPER, FIJI, RAW	A0152 B1643 C0137 E0150 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024 F00J0
CR4118	GUAVA, FIJI, RAW	GUAVA, FIJI, RAW	A0143 B1333 C0229 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 F00J0
CR4120	LETTUCE, FIJI, LOCAL, DARK GREEN, RAW	LETTUCE, FIJI, LOCAL, DARK GREEN, RAW	A0152 B2087 C0151 E0151 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024 F00J0
CR4122	MANDARIN ORANGE, FIJI, RAW	MANDARIN ORANGE, FIJI, RAW	A0143 B1429 C0229 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 F00J0
CR4124	PAPAYA, FIJI, RAW	PAPAYA, FIJI, RAW	A0143 B1249 C0229 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 F00J0
CR4126	PINEAPPLE, FIJI, RAW	PINEAPPLE, FIJI, RAW	A0143 B1484 C0229 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 F00J0
CR4128	PUMPKIN, FIJI, BOILED	PUMPKIN, FIJI, BOILED	A0152 B1456 C0229 E0150 F0014 G0017 H0003 J0001 K0003 M0001 N0001 P0024 F00J0
CR4130	SWEET POTATO, FIJI, BOILED	SWEET POTATO, FIJI, BOILED	A0152 B1106 C0238 E0150 F0014 G0017 H0003 J0001 K0003 M0001 N0001 P0024 F00J0
CR4132	TOMATO, FIJI, RAW	TOMATO, FIJI, RAW	A0152 B1276 C0140 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 F00J0
CR4134	CHINESE CABBAGE, WILD, HAWAIIAN FOODS, STEAMED	CHINESE CABBAGE, WILD, HAWAIIAN FOODS, STEAMED	A0152 B1051 C0151 E0151 F0014 G0021 H0003 J0001 K0003 M0001 N0001 P0024 US15
CR4136	GREEN BEAN, LOCAL, LARGE, HAWAIIAN, STEAMED	GREEN BEAN, LOCAL, LARGE, HAWAIIAN, STEAMED	A0152 B1371 C0169 E0150 F0014 G0021 H0003 J0001 K0003 M0001 N0001 P0024 US15
CR4138	GREEN BEAN, IMPORTED, SHORT, HAWAIIAN, STEAMED	GREEN BEAN, IMPORTED, SHORT, HAWAIIAN, STEAMED	A0152 B1371 C0169 E0150 F0014 G0021 H0003 J0001 K0003 M0001 N0001 P0024 US15
CR4140	HIBISCUS, HAWAIIAN, STEAMED	HIBISCUS, HAWAIIAN, STEAMED	A0152 B2082 C0150 F0014 G0021 H0003 J0001 K0003 M0001 N0001 P0024 US15
CR4142	LETTUCE, GREEN, HAWAIIAN, LOCAL, RAW	LETTUCE, GREEN, HAWAIIAN, LOCAL, RAW	A0152 B1390 C0151 E0151 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024 US15
CR4144	SILVER BEET LEAF, HAWAIIAN, STEAMED	SILVER BEET LEAF, HAWAIIAN, STEAMED	A0152 B1175 C0200 E0150 F0014 G0021 H0003 J0001 K0003 M0001 N0001 P0024 US15
CR4146	SILVER BEET LEAF, IMPORTED, HAWAIIAN, STEAMED	SILVER BEET LEAF, IMPORTED, HAWAIIAN, STEAMED	A0152 B1175 C0200 E0150 F0014 G0021 H0003 J0001 K0003 M0001 N0001 P0024 US15
CR4148	TARO LEAF, HAWAIIAN, BOILED	TARO LEAF, HAWAIIAN, BOILED	A0152 B1636 C0200 E0150 F0014 G0014 H0003 J0001 K0003 M0001 N0001 P0024 US15
CR4150	CHINESE CABBAGE, PAK CHOI, HAWAIIAN, STEAMED	CHINESE CABBAGE, PAK CHOI, HAWAIIAN, STEAMED	A0152 B2077 C0151 E0150 F0014 G0021 H0003 J0001 K0003 M0001 N0001 P0024 US15
CR4152	ENGLISH CABBAGE, HAWAIIAN FOODS, STEAMED	ENGLISH CABBAGE, HAWAIIAN FOODS, STEAMED	A0152 B1406 C0151 E0151 F0014 G0021 H0003 J0001 K0003 M0001 N0001 P0024 US15
CR4154	PAPAYA, HAWAIIAN, RAW	PAPAYA, HAWAIIAN, RAW	A0143 B1249 C0229 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 US15
